id_votacao,sigla_partido,orientacao
2270800-21,PSC,Não
2270800-21,PSL,Não
2270800-21,CIDADANIA,Sim
2270800-21,PSDB,Não
2270800-21,PDT,Não
2270800-21,PSOL,Sim
2270800-21,REDE,Sim
2270800-21,PV,Liberado
2270800-21,REPUBLICANOS,Não
2270800-26,SOLIDARIEDADE,Não
2270800-26,Minoria,Liberado
2270800-26,PCdoB,Não
2270800-26,DEM,Não
2270800-26,PT,Não
2270800-26,PSB,Liberado
2270800-26,PSL,Não
2270800-26,PODE,Sim
2270800-26,PL,Não
2270800-26,PV,Não
2270800-26,REDE,Sim
2270800-26,PTB,Não
2270800-26,NOVO,Sim
2270800-26,PSDB,Não
2270800-26,PSOL,Sim
2270800-26,PSC,Não
2270800-26,PDT,Não
2270800-26,PATRIOTA,Não
2270800-26,PROS,Não
2270800-26,CIDADANIA,Sim
2270800-26,MDB,Não
2270800-26,AVANTE,Não
2270800-26,REPUBLICANOS,Não
2270800-26,PSD,Não
2270800-26,PP,Não
2270800-34,PCdoB,Sim
2270800-34,REDE,Não
2270800-34,SOLIDARIEDADE,Sim
2270800-34,PODE,Não
2270800-34,PP,Sim
2270800-34,PSOL,Obstrução
2270800-34,PL,Sim
2270800-34,PSD,Sim
2270800-34,NOVO,Não
2270800-34,DEM,Sim
2270800-34,PSB,Liberado
2270800-34,CIDADANIA,Não
2270800-34,PT,Não
2270800-34,MDB,Sim
2270800-34,PDT,Sim
2270800-34,PSC,Sim
2270800-34,PV,Liberado
2270800-34,PROS,Liberado
2270800-34,PATRIOTA,Sim
2270800-34,REPUBLICANOS,Sim
2270800-34,PTB,Sim
2270800-34,AVANTE,Sim
2270800-34,PSL,Sim
2270800-34,PSDB,Sim
2270789-144,MDB,Sim
2270789-144,Governo,Não
2270789-144,DEM,Não
2270789-144,Minoria,Sim
2270789-144,PT,Sim
2270789-144,PATRIOTA,
2270789-144,REPUBLICANOS,
2270789-144,PL,Não
2270789-144,CIDADANIA,Não
2270789-144,AVANTE,
2270789-144,PSD,Não
2270789-144,Oposição,Sim
2270789-144,PSC,Não
2270789-144,PSOL,Sim
2270789-144,PCdoB,Sim
2270789-144,REDE,Sim
2270789-144,PSDB,Não
2270789-144,PODE,Liberado
2270789-144,PSL,Não
2270789-144,NOVO,Obstrução
2270789-144,SOLIDARIEDADE,Não
2270789-144,PSB,Sim
2270789-144,PV,
2270789-144,Maioria,
2270789-144,PDT,Sim
2270789-144,PP,Não
2270789-144,PTB,Não
2270789-144,PROS,Não
2270894-148,Minoria,Sim
2270894-148,PV,Sim
2270894-148,Oposição,Sim
2270894-148,PSL,Não
2270894-148,PCdoB,Sim
2270894-148,REDE,Sim
2270894-148,PL,Não
2270894-148,PROS,Não
2270894-148,AVANTE,Não
2270894-148,SOLIDARIEDADE,Não
2270894-148,CIDADANIA,Não
2270894-148,REPUBLICANOS,Não
2270894-148,PTB,Não
2270894-148,NOVO,Não
2270894-148,PP,Não
2270894-148,PT,Sim
2270894-148,PSDB,Não
2270894-148,PSOL,Sim
2270894-148,DEM,Não
2270894-148,PDT,Sim
2270894-148,PSB,Sim
2270894-148,PODE,Não
2270894-148,PSC,Não
2270894-148,PSD,Não
2270894-148,PATRIOTA,Não
2270894-148,Governo,Não
2270894-148,MDB,Não
2270894-148,Maioria,Não
2270894-139,SOLIDARIEDADE,Não
2270894-139,PSB,Sim
2270894-139,PV,
2270894-139,PSC,Não
2270894-139,PSD,Não
2270894-139,CIDADANIA,Não
2270894-139,PCdoB,Sim
2270894-139,REDE,Sim
2270894-139,PODE,Não
2270894-139,Governo,Não
2270894-139,PTB,Não
2270894-139,PT,Sim
2270894-139,AVANTE,Não
2270894-139,PL,Não
2270894-139,PROS,Não
2270894-139,PP,Não
2270894-139,DEM,Não
2270894-139,PATRIOTA,Não
2270894-139,Oposição,Sim
2270894-139,PSOL,Sim
2270894-139,Minoria,Sim
2270894-139,REPUBLICANOS,Não
2270894-139,PSDB,Não
2270894-139,NOVO,Não
2270894-139,Maioria,Não
2270894-139,PDT,Sim
2270894-139,PSL,Não
2270894-139,MDB,Não
2270894-143,AVANTE,Não
2270894-143,Maioria,Não
2270894-143,PDT,Sim
2270894-143,CIDADANIA,Não
2270894-143,PSD,Não
2270894-143,Minoria,
2270894-143,PSOL,Sim
2270894-143,PATRIOTA,Não
2270894-143,PSDB,Não
2270894-143,PT,Sim
2270894-143,PODE,Não
2270894-143,PTB,Não
2270894-143,NOVO,Sim
2270894-143,PSC,Não
2270894-143,Oposição,
2270894-143,PSB,Sim
2270894-143,PP,Não
2270894-143,DEM,Não
2270894-143,Governo,Não
2270894-143,PROS,Não
2270894-143,PCdoB,Sim
2270894-143,SOLIDARIEDADE,Não
2270894-143,PL,Não
2270894-143,REPUBLICANOS,Não
2270894-143,REDE,Sim
2270894-143,PV,Não
2270894-143,MDB,Não
2270894-143,PSL,Não
2270789-62,PTB,Não
2270789-62,REDE,Obstrução
2270789-62,PSL,Não
2270789-62,PSDB,Não
2270789-62,PP,Não
2270789-62,Maioria,Não
2270789-62,CIDADANIA,Não
2270789-62,PODE,Não
2270789-62,PSC,Não
2270789-62,PL,Não
2270789-62,MDB,Sim
2270789-62,PSD,Não
2270789-62,PSOL,Obstrução
2270789-62,NOVO,Sim
2270789-62,REPUBLICANOS,Não
2270789-62,Governo,Não
2270789-62,PSB,Obstrução
2270789-62,SOLIDARIEDADE,Não
2270789-62,PDT,Obstrução
2270789-62,Minoria,Obstrução
2270789-62,PT,Obstrução
2270789-62,PCdoB,Sim
2270789-62,Oposição,Obstrução
2270894-132,CIDADANIA,Não
2270894-132,MDB,Não
2270894-132,Governo,Não
2270894-132,PDT,Não
2270894-132,Oposição,Não
2270894-132,PROS,Não
2270894-132,Minoria,Não
2270894-132,PATRIOTA,Não
2270894-132,PSC,Não
2270894-132,AVANTE,Não
2270894-132,NOVO,Sim
2270894-132,PSDB,Sim
2270894-132,PSL,Não
2270894-132,SOLIDARIEDADE,Não
2270894-132,PSOL,
2270894-132,PSD,Não
2270894-132,PP,Não
2270894-132,PV,
2270894-132,PTB,Não
2270894-132,DEM,Não
2270894-132,PODE,Não
2270894-132,REPUBLICANOS,Não
2270894-132,PSB,Não
2270894-132,PT,Não
2270894-132,REDE,
2270894-132,Maioria,Não
2270894-132,PCdoB,Não
2270894-132,PL,Não
2270894-96,PV,
2270894-96,PODE,Liberado
2270894-96,PSDB,Sim
2270894-96,SOLIDARIEDADE,
2270894-96,Maioria,Sim
2270894-96,PT,Não
2270894-96,PP,Sim
2270894-96,PSC,Sim
2270894-96,REPUBLICANOS,Sim
2270894-96,DEM,Sim
2270894-96,Governo,Sim
2270894-96,AVANTE,Sim
2270894-96,PDT,Não
2270894-96,PSOL,Não
2270894-96,PSL,Sim
2270894-96,PTB,Sim
2270894-96,PROS,Sim
2270894-96,PCdoB,Não
2270894-96,CIDADANIA,Sim
2270894-96,PATRIOTA,Sim
2270894-96,MDB,Sim
2270894-96,Oposição,Não
2270894-96,PSD,Sim
2270894-96,PSB,Não
2270894-96,NOVO,Sim
2270894-96,REDE,Não
2270894-96,Minoria,Não
2270894-96,PL,Sim
2270894-120,PV,Não
2270894-120,Minoria,Sim
2270894-120,PSDB,Não
2270894-120,PSD,Não
2270894-120,PP,Não
2270894-120,PODE,Não
2270894-120,DEM,Não
2270894-120,PCdoB,Sim
2270894-120,PTB,Não
2270894-120,Maioria,Não
2270894-120,Oposição,Sim
2270894-120,CIDADANIA,Não
2270894-120,REPUBLICANOS,Não
2270894-120,PSC,Não
2270894-120,PT,Sim
2270894-120,REDE,Sim
2270894-120,PATRIOTA,Não
2270894-120,PSL,Não
2270894-120,NOVO,Não
2270894-120,PSB,Sim
2270894-120,PDT,Sim
2270894-120,PL,Não
2270894-120,MDB,Não
2270894-120,Governo,Não
2270894-120,PROS,Não
2270894-120,PSOL,Sim
2270894-120,SOLIDARIEDADE,Não
2270894-120,AVANTE,Não
2270894-129,DEM,Não
2270894-129,Governo,Não
2270894-129,PSDB,Não
2270894-129,PL,Não
2270894-129,PODE,Não
2270894-129,REPUBLICANOS,Não
2270894-129,NOVO,Não
2270894-129,PSC,Não
2270894-129,PSD,Não
2270894-129,PTB,Não
2270894-129,PSB,Sim
2270894-129,PSOL,Sim
2270894-129,PCdoB,Sim
2270894-129,Oposição,Sim
2270894-129,PV,Não
2270894-129,PATRIOTA,Não
2270894-129,MDB,Não
2270894-129,PSL,Não
2270894-129,REDE,Sim
2270894-129,CIDADANIA,Não
2270894-129,Maioria,Não
2270894-129,PDT,Sim
2270894-129,AVANTE,Não
2270894-129,PROS,Não
2270894-129,PT,Sim
2270894-129,SOLIDARIEDADE,
2270894-129,PP,Não
2270894-129,Minoria,Sim
2270894-81,PCdoB,Sim
2270894-81,PSC,Não
2270894-81,PTB,Não
2270894-81,REPUBLICANOS,Não
2270894-81,PSL,Não
2270894-81,PODE,Liberado
2270894-81,Minoria,Sim
2270894-81,Governo,
2270894-81,Oposição,Sim
2270894-81,PSB,Sim
2270894-81,SOLIDARIEDADE,Não
2270894-81,PV,
2270894-81,PSOL,Sim
2270894-81,NOVO,Não
2270894-81,PROS,Não
2270894-81,MDB,Não
2270894-81,Maioria,Não
2270894-81,REDE,Sim
2270894-81,PSDB,Não
2270894-81,PDT,Sim
2270894-81,PATRIOTA,Não
2270894-81,AVANTE,Não
2270894-81,PL,Não
2270894-81,DEM,Não
2270894-81,CIDADANIA,Não
2270894-81,PT,Sim
2270894-81,PSD,Não
2270894-81,PP,Não
2278141-8,PSC,Sim
2278141-8,NOVO,Sim
2278141-8,MDB,Não
2278141-8,PCdoB,Não
2278141-8,PL,Sim
2278141-8,PTB,Sim
2278141-8,Maioria,Sim
2278141-8,Minoria,Não
2278141-8,DEM,Sim
2278141-8,PDT,Não
2278141-8,PSL,Sim
2278141-8,PP,Sim
2278141-8,PSB,Não
2278141-8,PV,Liberado
2278141-8,Oposição,Não
2278141-8,PODE,Sim
2278141-8,PT,Não
2278141-8,PSOL,Não
2278141-8,REPUBLICANOS,Sim
2278141-8,SOLIDARIEDADE,Liberado
2278141-8,PSDB,Sim
2278141-8,Governo,Sim
2278141-8,PROS,Sim
2278141-8,PSD,Sim
2278141-8,REDE,Não
2278141-8,CIDADANIA,Sim
2270894-103,PV,Liberado
2270894-103,PCdoB,Não
2270894-103,SOLIDARIEDADE,Sim
2270894-103,PSOL,Não
2270894-103,REDE,Não
2270894-103,Maioria,Sim
2270894-103,PL,Sim
2270894-103,PDT,Não
2270894-103,PSD,Sim
2270894-103,Minoria,Não
2270894-103,PT,Não
2270894-103,NOVO,Sim
2270894-103,PATRIOTA,Sim
2270894-103,PROS,Sim
2270894-103,MDB,Sim
2270894-103,Governo,Sim
2270894-103,Oposição,Não
2270894-103,PSB,Não
2270894-103,PTB,Sim
2270894-103,PODE,Liberado
2270894-103,PSL,Sim
2270894-103,CIDADANIA,Sim
2270894-103,DEM,Sim
2270894-103,AVANTE,Sim
2270894-103,PP,Sim
2270894-103,REPUBLICANOS,Sim
2270894-103,PSC,Sim
2270894-103,PSDB,Sim
2270894-111,REDE,Sim
2270894-111,PSOL,Sim
2270894-111,CIDADANIA,Não
2270894-111,PSC,Não
2270894-111,Governo,Não
2270894-111,PCdoB,Sim
2270894-111,PP,Não
2270894-111,PT,Sim
2270894-111,MDB,Não
2270894-111,PATRIOTA,Não
2270894-111,PROS,Não
2270894-111,PSB,Sim
2270894-111,AVANTE,Não
2270894-111,Minoria,
2270894-111,PTB,Não
2270894-111,SOLIDARIEDADE,
2270894-111,PV,Não
2270894-111,PSD,Não
2270894-111,PL,Não
2270894-111,PDT,Sim
2270894-111,NOVO,Não
2270894-111,DEM,Não
2270894-111,PODE,Liberado
2270894-111,Oposição,Sim
2270894-111,PSL,Não
2270894-111,Maioria,Não
2270894-111,PSDB,Não
2270894-111,REPUBLICANOS,Não
2270894-93,PSC,Não
2270894-93,PP,Não
2270894-93,REPUBLICANOS,Não
2270894-93,Governo,Não
2270894-93,Oposição,
2270894-93,DEM,Não
2270894-93,PODE,Liberado
2270894-93,PSOL,Sim
2270894-93,PROS,Não
2270894-93,PCdoB,Sim
2270894-93,PSDB,Não
2270894-93,Minoria,Sim
2270894-93,PSB,Sim
2270894-93,PSL,Não
2270894-93,AVANTE,Não
2270894-93,PL,Não
2270894-93,NOVO,Não
2270894-93,PV,
2270894-93,SOLIDARIEDADE,Não
2270894-93,PT,Sim
2270894-93,MDB,Não
2270894-93,PATRIOTA,Não
2270894-93,CIDADANIA,Não
2270894-93,Maioria,Não
2270894-93,REDE,Sim
2270894-93,PTB,Não
2270894-93,PSD,Não
2270894-93,PDT,Sim
2270789-76,NOVO,Sim
2270789-76,PL,Não
2270789-76,PSC,Não
2270789-76,REPUBLICANOS,Não
2270789-76,PP,Não
2270789-76,CIDADANIA,Não
2270789-76,Minoria,Não
2270789-76,AVANTE,Não
2270789-76,PDT,Não
2270789-76,Maioria,Não
2270789-76,SOLIDARIEDADE,Não
2270789-76,PT,Não
2270789-76,PSL,Não
2270789-76,PODE,Não
2270789-76,PTB,Não
2270789-76,PCdoB,Não
2270789-76,Oposição,Não
2270789-76,PATRIOTA,Não
2270789-76,PSOL,Não
2270789-76,PSD,Não
2270789-76,REDE,Não
2270789-76,DEM,Não
2270789-76,MDB,Sim
2270789-76,PV,Sim
2270789-76,PSB,Liberado
2270789-76,PSDB,Não
2270789-76,Governo,Não
2270789-76,PROS,Não
2270894-123,REDE,Sim
2270894-123,SOLIDARIEDADE,Não
2270894-123,PSOL,Sim
2270894-123,Governo,Não
2270894-123,PSL,Não
2270894-123,PSC,Não
2270894-123,PROS,Não
2270894-123,PDT,Sim
2270894-123,PSB,Sim
2270894-123,Oposição,Sim
2270894-123,MDB,Não
2270894-123,Minoria,Sim
2270894-123,PL,Não
2270894-123,CIDADANIA,Não
2270894-123,Maioria,Não
2270894-123,AVANTE,Não
2270894-123,REPUBLICANOS,Não
2270894-123,PATRIOTA,Não
2270894-123,PV,
2270894-123,PCdoB,Sim
2270894-123,PT,Sim
2270894-123,DEM,Não
2270894-123,PODE,Não
2270894-123,PP,Não
2270894-123,PSD,Não
2270894-123,NOVO,Não
2270894-123,PTB,Não
2270894-123,PSDB,Não
2270894-117,DEM,Não
2270894-117,PSC,Não
2270894-117,Governo,Não
2270894-117,PATRIOTA,Não
2270894-117,PODE,Não
2270894-117,REPUBLICANOS,Não
2270894-117,PDT,Sim
2270894-117,Minoria,Sim
2270894-117,MDB,Não
2270894-117,PP,Não
2270894-117,PROS,Não
2270894-117,REDE,Sim
2270894-117,PSB,Sim
2270894-117,Maioria,Não
2270894-117,PSOL,Sim
2270894-117,PSL,Não
2270894-117,PTB,Não
2270894-117,PT,Sim
2270894-117,PCdoB,Sim
2270894-117,PSD,Não
2270894-117,Oposição,Sim
2270894-117,SOLIDARIEDADE,Não
2270894-117,AVANTE,Não
2270894-117,PSDB,Não
2270894-117,CIDADANIA,Não
2270894-117,NOVO,Não
2270894-117,PV,Não
2270894-117,PL,Não
2270894-114,DEM,Sim
2270894-114,PV,Liberado
2270894-114,Oposição,Não
2270894-114,SOLIDARIEDADE,Sim
2270894-114,PSL,Sim
2270894-114,PT,Não
2270894-114,PCdoB,Não
2270894-114,NOVO,Sim
2270894-114,REDE,Não
2270894-114,CIDADANIA,Sim
2270894-114,PSD,Sim
2270894-114,PL,Sim
2270894-114,PTB,Sim
2270894-114,PDT,Não
2270894-114,PSDB,Sim
2270894-114,REPUBLICANOS,Sim
2270894-114,PSB,Não
2270894-114,PATRIOTA,Sim
2270894-114,Maioria,Sim
2270894-114,AVANTE,Sim
2270894-114,PROS,Sim
2270894-114,MDB,Sim
2270894-114,Governo,Sim
2270894-114,PODE,Sim
2270894-114,PP,Sim
2270894-114,PSOL,Não
2270894-114,Minoria,Não
2270894-114,PSC,Sim
2270902-50,PV,
2270902-50,PSL,Não
2270902-50,Governo,Não
2270902-50,PSC,Não
2270902-50,PSOL,Sim
2270902-50,NOVO,Não
2270902-50,PSD,Não
2270902-50,SOLIDARIEDADE,Não
2270902-50,MDB,Não
2270902-50,PL,Não
2270902-50,CIDADANIA,Não
2270902-50,REPUBLICANOS,Não
2270902-50,PTB,Não
2270902-50,PDT,Não
2270902-50,Minoria,Liberado
2270902-50,PT,Sim
2270902-50,PCdoB,
2270902-50,PP,Não
2270902-50,PROS,Não
2270902-50,PSB,Sim
2270902-50,PSDB,Não
2270902-50,DEM,Não
2270902-50,Maioria,Não
2270902-50,PATRIOTA,Não
2270902-50,REDE,Sim
2270902-50,PODE,Não
2270902-50,AVANTE,Não
2270902-50,Oposição,
2270902-28,Governo,Não
2270902-28,PDT,Sim
2270902-28,SOLIDARIEDADE,Não
2270902-28,CIDADANIA,Não
2270902-28,PTB,Não
2270902-28,PL,Não
2270902-28,PCdoB,
2270902-28,PODE,Não
2270902-28,REPUBLICANOS,Não
2270902-28,Oposição,
2270902-28,MDB,
2270902-28,PSL,Não
2270902-28,PSDB,Sim
2270902-28,Maioria,Não
2270902-28,PV,Não
2270902-28,PP,Não
2270902-28,PSOL,Sim
2270902-28,PSD,Não
2270902-28,AVANTE,Não
2270902-28,REDE,
2270902-28,Minoria,Sim
2270902-28,PT,Sim
2270902-28,PROS,Não
2270902-28,PSC,Não
2270902-28,DEM,Não
2270902-28,PSB,Sim
2270902-28,NOVO,Não
2270902-28,PATRIOTA,Não
2270971-60,SOLIDARIEDADE,Sim
2270971-60,PDT,Sim
2270971-60,PSL,Sim
2270971-60,PL,Sim
2270971-60,PSB,Não
2270971-60,PODE,Sim
2270971-60,PP,Sim
2270971-60,PSOL,Não
2270971-60,REPUBLICANOS,Sim
2270971-60,PROS,Sim
2270971-60,PSC,Sim
2270971-60,DEM,Sim
2270971-60,Oposição,Liberado
2270971-60,MDB,Sim
2270971-60,Governo,Sim
2270971-60,Maioria,Sim
2270971-60,PSDB,Sim
2270971-60,REDE,Não
2270971-60,PT,Não
2270971-60,AVANTE,Sim
2270971-60,PCdoB,Não
2270971-60,NOVO,Sim
2270971-60,PV,Sim
2270971-60,CIDADANIA,Sim
2270971-60,PSD,Sim
2270894-75,PP,Não
2270894-75,PATRIOTA,
2270894-75,PTB,Não
2270894-75,PODE,Liberado
2270894-75,Oposição,Sim
2270894-75,Minoria,Sim
2270894-75,REPUBLICANOS,Não
2270894-75,PV,Liberado
2270894-75,NOVO,Não
2270894-75,PCdoB,Sim
2270894-75,PROS,Não
2270894-75,CIDADANIA,
2270894-75,PSOL,Sim
2270894-75,PSD,Não
2270894-75,REDE,Sim
2270894-75,AVANTE,
2270894-75,DEM,
2270894-75,PSB,Sim
2270894-75,PDT,Sim
2270894-75,SOLIDARIEDADE,Não
2270894-75,PSC,Não
2270894-75,MDB,Não
2270894-75,PSDB,
2270894-75,Maioria,Não
2270894-75,Governo,Não
2270894-75,PSL,Não
2270894-75,PT,Sim
2270894-75,PL,Não
2270902-97,REPUBLICANOS,Não
2270902-97,CIDADANIA,Não
2270902-97,Governo,Não
2270902-97,MDB,Não
2270902-97,AVANTE,Não
2270902-97,PT,Sim
2270902-97,PL,Não
2270902-97,PTB,Não
2270902-97,PATRIOTA,Não
2270902-97,PROS,Não
2270902-97,Maioria,Não
2270902-97,PSL,Não
2270902-97,SOLIDARIEDADE,Não
2270902-97,PSC,Não
2270902-97,PCdoB,Sim
2270902-97,REDE,Sim
2270902-97,PSDB,Não
2270902-97,PSB,Sim
2270902-97,PSD,Não
2270902-97,DEM,Não
2270902-97,PDT,Não
2270902-97,PV,
2270902-97,Minoria,Liberado
2270902-97,PP,Não
2270902-97,NOVO,Não
2270902-97,Oposição,Liberado
2270902-97,PODE,Não
2270902-97,PSOL,Sim
2270902-33,REPUBLICANOS,Não
2270902-33,Minoria,Sim
2270902-33,PSD,Não
2270902-33,PSL,Não
2270902-33,CIDADANIA,Não
2270902-33,REDE,Sim
2270902-33,MDB,Não
2270902-33,PP,Não
2270902-33,PL,Não
2270902-33,PSDB,Sim
2270902-33,Maioria,Não
2270902-33,PV,Não
2270902-33,PT,Sim
2270902-33,PSC,Não
2270902-33,SOLIDARIEDADE,Não
2270902-33,PTB,Não
2270902-33,Oposição,
2270902-33,PSOL,Sim
2270902-33,Governo,Não
2270902-33,PCdoB,
2270902-33,AVANTE,Não
2270902-33,DEM,Não
2270902-33,PDT,Sim
2270902-33,PATRIOTA,Não
2270902-33,PODE,Não
2270902-33,PROS,Não
2270902-33,PSB,Sim
2270902-33,NOVO,Não
2271124-123,Governo,
2271124-123,Oposição,
2271124-123,PSOL,Sim
2271124-123,NOVO,Não
2271124-123,MDB,Não
2271124-123,PATRIOTA,Não
2271124-123,SOLIDARIEDADE,
2271124-123,PV,Não
2271124-123,PSD,Não
2271124-123,PROS,Não
2271124-123,PODE,Não
2271124-123,PL,Não
2271124-123,PCdoB,Sim
2271124-123,PSDB,Sim
2271124-123,PTB,Não
2271124-123,PSL,Não
2271124-123,PSB,Sim
2271124-123,Minoria,Sim
2271124-123,PDT,
2271124-123,Maioria,Não
2271124-123,PP,Não
2271124-123,CIDADANIA,
2271124-123,DEM,Liberado
2271124-123,PSC,Não
2271124-123,AVANTE,Não
2271124-123,PT,Sim
2271124-123,REPUBLICANOS,Não
2271124-123,REDE,Sim
2271124-117,PSC,Não
2271124-117,PDT,Sim
2271124-117,PATRIOTA,Não
2271124-117,Maioria,Não
2271124-117,PV,
2271124-117,AVANTE,Não
2271124-117,PL,Não
2271124-117,PROS,Não
2271124-117,REDE,Sim
2271124-117,Oposição,
2271124-117,PTB,Não
2271124-117,PODE,Não
2271124-117,Governo,Não
2271124-117,REPUBLICANOS,Não
2271124-117,Minoria,Sim
2271124-117,PT,Sim
2271124-117,PSDB,Sim
2271124-117,PSL,Não
2271124-117,SOLIDARIEDADE,Não
2271124-117,DEM,Não
2271124-117,MDB,Não
2271124-117,PSD,Não
2271124-117,NOVO,Não
2271124-117,PSOL,Sim
2271124-117,CIDADANIA,Não
2271124-117,PP,Não
2271124-117,PCdoB,Sim
2271124-117,PSB,Sim
2270902-44,PODE,Não
2270902-44,REPUBLICANOS,Não
2270902-44,PATRIOTA,Não
2270902-44,NOVO,Não
2270902-44,PT,Sim
2270902-44,PSC,Não
2270902-44,Governo,Não
2270902-44,PP,Não
2270902-44,MDB,Não
2270902-44,Oposição,
2270902-44,SOLIDARIEDADE,Não
2270902-44,PSL,Não
2270902-44,PL,Não
2270902-44,PDT,Sim
2270902-44,AVANTE,Não
2270902-44,PROS,Não
2270902-44,Maioria,Não
2270902-44,PSD,Não
2270902-44,PV,
2270902-44,REDE,Sim
2270902-44,PTB,Não
2270902-44,DEM,Não
2270902-44,CIDADANIA,Não
2270902-44,Minoria,Sim
2270902-44,PCdoB,
2270902-44,PSB,Sim
2270902-44,PSDB,Não
2270902-44,PSOL,Sim
2271124-43,PSC,Não
2271124-43,Maioria,Não
2271124-43,PL,Não
2271124-43,DEM,Não
2271124-43,REPUBLICANOS,Não
2271124-43,PSDB,Não
2271124-43,PDT,Não
2271124-43,PT,Sim
2271124-43,AVANTE,Não
2271124-43,PSB,Sim
2271124-43,PTB,Não
2271124-43,PSD,Não
2271124-43,SOLIDARIEDADE,Não
2271124-43,PATRIOTA,Não
2271124-43,MDB,Não
2271124-43,PCdoB,Sim
2271124-43,PSL,Não
2271124-43,NOVO,Sim
2271124-43,PP,Não
2271124-43,PODE,Não
2271124-43,Governo,Não
2271124-43,PROS,Não
2271124-111,Governo,Não
2271124-111,PROS,Não
2271124-111,PL,Não
2271124-111,REDE,Sim
2271124-111,AVANTE,Não
2271124-111,PODE,Não
2271124-111,PSOL,Sim
2271124-111,REPUBLICANOS,Não
2271124-111,NOVO,Não
2271124-111,PSC,Não
2271124-111,PSDB,Sim
2271124-111,PSB,Sim
2271124-111,DEM,Não
2271124-111,Maioria,Não
2271124-111,PV,
2271124-111,PP,Não
2271124-111,CIDADANIA,Não
2271124-111,PSL,Não
2271124-111,PTB,Não
2271124-111,MDB,Não
2271124-111,PT,Sim
2271124-111,PATRIOTA,Não
2271124-111,PDT,Sim
2271124-111,PSD,Não
2271124-111,SOLIDARIEDADE,Sim
2271124-111,Minoria,Sim
2271124-111,PCdoB,Sim
2271124-111,Oposição,
2271124-70,PL,Não
2271124-70,PSB,Sim
2271124-70,SOLIDARIEDADE,Sim
2271124-70,PROS,Não
2271124-70,REDE,Sim
2271124-70,REPUBLICANOS,Não
2271124-70,PSL,Não
2271124-70,PATRIOTA,Não
2271124-70,PTB,Não
2271124-70,PT,Sim
2271124-70,Governo,Não
2271124-70,DEM,Não
2271124-70,PSDB,Sim
2271124-70,PODE,Não
2271124-70,PSOL,Sim
2271124-70,PDT,Sim
2271124-70,PSC,Não
2271124-70,AVANTE,Não
2271124-70,Maioria,Não
2271124-70,MDB,Não
2271124-70,PP,Não
2271124-70,CIDADANIA,Não
2271124-70,Minoria,Sim
2271124-70,PCdoB,Sim
2271124-70,NOVO,Não
2271124-70,Oposição,Sim
2271124-70,PSD,Não
2271124-27,PP,Não
2271124-27,SOLIDARIEDADE,Não
2271124-27,PSD,Não
2271124-27,PT,Sim
2271124-27,PL,Não
2271124-27,AVANTE,Não
2271124-27,PDT,Não
2271124-27,PSL,Não
2271124-27,PTB,Não
2271124-27,REDE,Sim
2271124-27,PODE,Não
2271124-27,REPUBLICANOS,Não
2271124-27,NOVO,Sim
2271124-27,Maioria,Não
2271124-27,MDB,Não
2271124-27,PATRIOTA,Não
2271124-27,PSOL,Sim
2271124-27,PSDB,Sim
2271124-27,PSB,Sim
2271124-27,PROS,Não
2271124-27,CIDADANIA,Sim
2271124-27,DEM,Não
2271124-27,Minoria,Liberado
2271124-27,Governo,Não
2271124-27,PSC,Não
2271124-27,PCdoB,Não
2271124-59,PL,Sim
2271124-59,Oposição,Sim
2271124-59,PSOL,Sim
2271124-59,PDT,Sim
2271124-59,PT,Sim
2271124-59,PSDB,Sim
2271124-59,CIDADANIA,Sim
2271124-59,AVANTE,Sim
2271124-59,REPUBLICANOS,Sim
2271124-59,PCdoB,Sim
2271124-59,Maioria,Sim
2271124-59,PATRIOTA,Sim
2271124-59,REDE,Sim
2271124-59,NOVO,Não
2271124-59,PROS,Sim
2271124-59,PSB,Sim
2271124-59,PV,Sim
2271124-59,PSC,Sim
2271124-59,PODE,Sim
2271124-59,PTB,Sim
2271124-59,MDB,Sim
2271124-59,PP,Sim
2271124-59,PSD,Sim
2271124-59,PSL,Sim
2271124-59,DEM,Sim
2271124-59,SOLIDARIEDADE,Sim
2271124-50,PROS,Sim
2271124-50,PSL,Sim
2271124-50,PSOL,Não
2271124-50,PODE,Sim
2271124-50,CIDADANIA,Sim
2271124-50,PATRIOTA,Sim
2271124-50,DEM,Sim
2271124-50,PTB,Sim
2271124-50,NOVO,Obstrução
2271124-50,Minoria,Não
2271124-50,PSDB,Não
2271124-50,PP,Sim
2271124-50,SOLIDARIEDADE,Sim
2271124-50,Maioria,Sim
2271124-50,PV,Não
2271124-50,PSC,Sim
2271124-50,PT,Não
2271124-50,PSB,Não
2271124-50,PDT,Não
2271124-50,PL,Sim
2271124-50,AVANTE,Sim
2271124-50,REDE,Obstrução
2271124-50,REPUBLICANOS,Sim
2271124-50,Governo,Sim
2271124-50,MDB,Sim
2271124-50,PSD,Sim
2271124-50,PCdoB,Não
2271124-34,PROS,Não
2271124-34,PSB,Sim
2271124-34,PCdoB,Não
2271124-34,PSD,Não
2271124-34,PL,Não
2271124-34,MDB,Não
2271124-34,PSL,Não
2271124-34,Maioria,Não
2271124-34,PV,Sim
2271124-34,AVANTE,Não
2271124-34,PATRIOTA,Não
2271124-34,PTB,Não
2271124-34,SOLIDARIEDADE,Não
2271124-34,REDE,Sim
2271124-34,DEM,Não
