id_votacao,sigla_partido,orientacao
2194899-96,Governo,
2194899-96,REPUBLICANOS,Sim
2194899-96,Minoria,Não
2194899-96,REDE,Não
2194899-96,PDT,Não
2194899-96,PSB,Não
2194899-96,PROS,
2194899-96,PT,Não
2194899-96,PATRIOTA,
2194899-96,PSDB,Não
2194899-96,PODE,
2194899-96,UNIÃO,Não
2194899-96,PTB,
2194899-96,PSC,
2194899-96,PSD,Não
2194899-96,PSOL,Não
2194899-96,PP,Não
2194899-96,NOVO,Sim
2194899-96,SOLIDARIEDADE,Não
2194899-96,PL,Sim
2194899-96,PV,Não
2194899-96,Maioria,
2194899-96,PCdoB,Não
2194899-96,Oposição,Não
2194899-116,Minoria,
2194899-116,PDT,Não
2194899-116,UNIÃO,Não
2194899-116,PTB,
2194899-116,PP,Não
2194899-116,NOVO,Sim
2194899-116,PSB,Não
2194899-116,PT,Não
2194899-116,REPUBLICANOS,
2194899-116,PSDB,Não
2194899-116,PODE,Não
2194899-116,PATRIOTA,
2194899-116,Governo,
2194899-116,AVANTE,
2194899-116,PSOL,Não
2194899-116,CIDADANIA,Não
2194899-116,PL,Sim
2194899-116,Maioria,Não
2194899-116,PV,
2194899-116,Oposição,Não
2194899-116,MDB,Não
2194899-116,PSD,Não
2194899-116,SOLIDARIEDADE,
2194899-116,REDE,Não
2194899-116,PCdoB,Não
2194899-116,PSC,
2194899-116,PROS,Não
2194899-100,CIDADANIA,Sim
2194899-100,PATRIOTA,
2194899-100,Governo,
2194899-100,MDB,Sim
2194899-100,AVANTE,
2194899-100,Maioria,Sim
2194899-100,Oposição,Sim
2194899-100,SOLIDARIEDADE,
2194899-100,PROS,
2194899-100,PSC,
2194899-100,REPUBLICANOS,Não
2194899-100,PSD,Sim
2194899-100,PODE,Sim
2194899-100,NOVO,Não
2194899-100,UNIÃO,Sim
2194899-100,PSOL,Sim
2194899-100,REDE,Sim
2194899-100,Minoria,Sim
2194899-100,PSDB,Sim
2194899-100,PP,Sim
2194899-100,PSB,Sim
2194899-100,PV,
2194899-100,PTB,
2194899-100,PDT,Sim
2194899-100,PL,Não
2194899-100,PT,Sim
2194899-100,PCdoB,Sim
2194899-137,PP,Sim
2194899-137,MDB,Sim
2194899-137,Minoria,Sim
2194899-137,PSB,Sim
2194899-137,PV,Sim
2194899-137,PROS,Sim
2194899-137,UNIÃO,Sim
2194899-137,PT,Sim
2194899-137,PODE,
2194899-137,AVANTE,
2194899-137,REDE,Sim
2194899-137,PSD,Sim
2194899-137,REPUBLICANOS,Não
2194899-137,Maioria,
2194899-137,Governo,
2194899-137,PATRIOTA,
2194899-137,PDT,Sim
2194899-137,PSOL,Sim
2194899-137,SOLIDARIEDADE,
2194899-137,PL,Não
2194899-137,PCdoB,Sim
2194899-137,PSDB,Sim
2194899-137,NOVO,Não
2194899-137,Oposição,Sim
2194899-137,PTB,
2194899-137,PSC,
2194899-137,CIDADANIA,Sim
2194899-125,PP,Sim
2194899-125,PL,Não
2194899-125,NOVO,Não
2194899-125,MDB,Sim
2194899-125,PSD,Sim
2194899-125,CIDADANIA,Não
2194899-125,REPUBLICANOS,Sim
2194899-125,Minoria,Sim
2194899-125,Oposição,Sim
2194899-125,PSC,
2194899-125,PCdoB,Sim
2194899-125,SOLIDARIEDADE,
2194899-125,PSB,Sim
2194899-125,PDT,Sim
2194899-125,AVANTE,
2194899-125,PSDB,Não
2194899-125,PSOL,Sim
2194899-125,PROS,Sim
2194899-125,Governo,Liberado
2194899-125,PATRIOTA,
2194899-125,PT,Sim
2194899-125,PV,
2194899-125,PODE,
2194899-125,PTB,
2194899-125,Maioria,Sim
2194899-125,UNIÃO,Sim
2194899-125,REDE,Sim
2194899-109,PSDB,Não
2194899-109,CIDADANIA,Não
2194899-109,Minoria,Não
2194899-109,PSOL,Não
2194899-109,SOLIDARIEDADE,Não
2194899-109,PL,Não
2194899-109,PV,Não
2194899-109,PTB,Não
2194899-109,PSC,Não
2194899-109,PDT,Não
2194899-109,REPUBLICANOS,Não
2194899-109,PODE,Não
2194899-109,Governo,Não
2194899-109,PSB,Não
2194899-109,REDE,Não
2194899-109,Maioria,Não
2194899-109,MDB,Não
2194899-109,PROS,Não
2194899-109,Oposição,Não
2194899-109,AVANTE,Não
2194899-109,PT,Não
2194899-109,UNIÃO,Não
2194899-109,PCdoB,Não
2194899-109,NOVO,Não
2194899-109,PP,Não
2194899-109,PATRIOTA,Não
2194899-109,PSD,Não
2194899-103,Minoria,Sim
2194899-103,PDT,Sim
2194899-103,PODE,
2194899-103,PSC,
2194899-103,Maioria,Sim
2194899-103,PROS,
2194899-103,REPUBLICANOS,Não
2194899-103,NOVO,Não
2194899-103,PATRIOTA,
2194899-103,PL,Não
2194899-103,PP,Sim
2194899-103,PSD,Sim
2194899-103,SOLIDARIEDADE,Sim
2194899-103,PTB,
2194899-103,PT,Sim
2194899-103,PSDB,Sim
2194899-103,UNIÃO,Sim
2194899-103,PSB,Sim
2194899-103,Governo,Liberado
2194899-103,MDB,Sim
2194899-103,PSOL,Sim
2194899-103,AVANTE,
2194899-103,Oposição,Sim
2194899-103,PV,
2194899-103,PCdoB,Sim
2194899-103,REDE,Sim
2194899-103,CIDADANIA,Sim
2227826-24,PCdoB,Sim
2227826-24,PSDB,Não
2227826-24,DEM,Não
2227826-24,PSOL,Sim
2227826-24,PSL,Não
2227826-24,REPUBLICANOS,Não
2227826-24,PROS,Não
2227826-24,Minoria,Liberado
2227826-24,SOLIDARIEDADE,Não
2227826-24,PODE,Não
2227826-24,CIDADANIA,Não
2227826-24,PL,Não
2227826-24,Governo,Não
2227826-24,PpMdbPtb,Não
2227826-24,PSC,Não
2227826-24,Oposição,Liberado
2227826-24,Maioria,Não
2227826-24,NOVO,Sim
2227826-24,PSB,Sim
2227826-24,PT,Sim
2227826-24,PATRIOTA,Não
2227826-24,PDT,Liberado
2227826-24,PV,Liberado
2227826-24,PSD,Não
2194899-91,PSD,Não
2194899-91,MDB,Não
2194899-91,PTB,
2194899-91,NOVO,Sim
2194899-91,Maioria,Não
2194899-91,PSC,
2194899-91,PL,Sim
2194899-91,REPUBLICANOS,
2194899-91,Oposição,Não
2194899-91,Minoria,Não
2194899-91,UNIÃO,Não
2194899-91,SOLIDARIEDADE,
2194899-91,PATRIOTA,
2194899-91,PV,Não
2194899-91,PODE,
2194899-91,PDT,Não
2194899-91,PROS,
2194899-91,REDE,Não
2194899-91,PCdoB,Não
2194899-91,PP,Não
2194899-91,PSOL,Não
2194899-91,CIDADANIA,Não
2194899-91,PSDB,Não
2194899-91,Governo,
2194899-91,AVANTE,
2194899-91,PSB,Não
2194899-91,PT,Não
2195028-47,Minoria,Obstrução
2195028-47,CIDADANIA,Não
2195028-47,DEM,Não
2195028-47,PSL,Não
2195028-47,PSDB,Não
2195028-47,PL,Não
2195028-47,Governo,Não
2195028-47,PSD,Não
2195028-47,NOVO,Não
2195028-47,PODE,Não
2195028-47,PT,Obstrução
2195028-47,REPUBLICANOS,Não
2195153-38,PDT,Não
2195153-38,PSD,Não
2195153-38,DEM,Obstrução
2195153-38,PSB,Não
2195203-81,PSB,Sim
2195203-81,Governo,Não
2195203-81,NOVO,Não
2195203-81,PSOL,Sim
2195203-81,REDE,Sim
2195203-81,PDT,Não
2195203-81,PL,Não
2195203-81,SOLIDARIEDADE,Não
2195203-81,PT,Sim
2325355-13,NOVO,Sim
2325355-13,PTB,Sim
2325355-13,Governo,Liberado
2325355-13,PATRIOTA,Sim
2325355-13,PDT,Não
2325355-13,Minoria,Não
2325355-13,PP,Sim
2325355-13,PROS,Sim
2325355-13,PT,Não
2325355-13,REDE,Não
2325355-13,UNIÃO,Sim
2325355-13,PSD,Liberado
2325355-13,Oposição,Não
2325355-13,PV,
2325355-13,PL,Sim
2325355-13,PSC,Sim
2325355-13,Maioria,Sim
2325355-13,PODE,Sim
2325355-13,REPUBLICANOS,Sim
2325355-13,SOLIDARIEDADE,Sim
2325355-13,PSB,Não
2325355-13,CIDADANIA,Liberado
2325355-13,AVANTE,Sim
2325355-13,PSOL,Não
2325355-13,PCdoB,Não
2325355-13,MDB,Sim
2325355-13,PSDB,Liberado
2341582-8,CIDADANIA,Sim
2341582-8,PODE,Sim
2341582-8,PL,Sim
2341582-8,Minoria,Liberado
2341582-8,PROS,Sim
2341582-8,PTB,Sim
2341582-8,PCdoB,Não
2341582-8,PV,Não
2341582-8,AVANTE,Não
2341582-8,PT,Liberado
2341582-8,PSDB,Sim
2341582-8,PSB,Não
2341582-8,Oposição,Não
2341582-8,REDE,Não
2341582-8,Maioria,Sim
2341582-8,PATRIOTA,Não
2341582-8,PDT,Sim
2341582-8,SOLIDARIEDADE,Sim
2341582-8,NOVO,Sim
2341582-8,PSOL,Não
2341582-8,Governo,Sim
2341582-8,MDB,Sim
2341582-8,UNIÃO,Sim
2341582-8,PSC,Sim
2341582-8,PSD,Sim
2341582-8,REPUBLICANOS,Sim
2341582-8,PP,Sim
2195869-30,PSB,Não
2195869-30,PCdoB,Não
2195869-30,REPUBLICANOS,Não
2195869-30,DEM,Não
2195869-30,PP,Não
2196355-66,PL,Sim
2196355-66,MDB,Sim
2196355-66,PROS,
2196355-66,Governo,Sim
2196355-66,CIDADANIA,Sim
2196355-66,REDE,Sim
2196355-66,PT,
2196355-66,PSDB,Sim
2196355-66,PODE,
2196355-66,PDT,Sim
2196355-66,SOLIDARIEDADE,
2196355-66,Maioria,
2196355-66,PSB,Sim
2196355-66,PSD,
2196355-66,PSL,Sim
2196355-66,PP,Sim
2196355-66,DEM,
2196355-66,PSOL,Sim
2196355-66,NOVO,Não
2196355-66,PATRIOTA,
2196355-66,PV,
2196355-66,Minoria,Sim
2196355-66,PTB,
2196355-66,REPUBLICANOS,Sim
2196355-66,AVANTE,
2196355-66,PSC,
2196355-66,PCdoB,Sim
2196355-66,Oposição,Sim
2273738-9,PROS,Sim
2273738-9,Oposição,Sim
2273738-9,REDE,Sim
2273738-9,DEM,Sim
2273738-9,Governo,Sim
2273738-9,REPUBLICANOS,Sim
2273738-9,PDT,Sim
2273738-9,PATRIOTA,Sim
2273738-9,Minoria,Sim
2273738-9,MDB,Sim
2273738-9,NOVO,Não
2273738-9,PT,Sim
2273738-9,SOLIDARIEDADE,Sim
2273738-9,PSB,Sim
2273738-9,CIDADANIA,Sim
2273738-9,AVANTE,Sim
2273738-9,PP,Sim
2273738-9,PL,Sim
2273738-9,PSD,Sim
2273738-9,PSDB,Sim
2273738-9,PSOL,Sim
2273738-9,PSC,Sim
2273738-9,PV,Sim
2273738-9,Maioria,Sim
2273738-9,PCdoB,Sim
2273738-9,PSL,Sim
2273738-9,PODE,Sim
2273738-9,PTB,Sim
2196486-92,REPUBLICANOS,Não
2196486-92,PP,Não
2196486-92,MDB,Não
2196486-92,PL,Sim
2196486-92,NOVO,Sim
2196486-92,Minoria,Sim
2196486-92,PSB,Não
2196486-92,Fdr PSDB-CIDADAN,Não
2196486-92,Governo,Não
2196486-92,PSD,Não
2196486-92,Fdr PT-PCdoB-PV,Não
2196486-92,PODE,Não
2196486-92,AVANTE,Não
2196486-92,PDT,Não
2196486-92,Oposição,Sim
2196486-79,Maioria,Não
2196486-79,Oposição,Sim
2196486-79,PL,Sim
2196486-79,Fdr PT-PCdoB-PV,Não
2196486-79,PP,Não
2196486-79,Minoria,Sim
2196486-79,NOVO,Sim
2196486-79,MDB,Não
2196486-105,REPUBLICANOS,Não
2196486-105,NOVO,Sim
2196486-105,UNIÃO,Não
2196486-105,Fdr PT-PCdoB-PV,Não
2196486-105,Fdr PSDB-CIDADAN,Não
2196486-105,Governo,Não
2196486-105,PP,Não
2196486-105,PSD,Não
2196486-105,PL,Sim
2196486-105,AVANTE,Não
2196486-105,Minoria,Sim
2196486-105,MDB,Não
2196486-105,PDT,Não
2196486-105,PSB,Não
2196833-395,NOVO,Não
2196833-395,Bl UniPpFdrPsdbCid...,Sim
2196833-395,Bl MdbPsdRepPodePsc,Liberado
2196833-395,Maioria,Sim
2196833-395,PL,Obstrução
2196833-395,Fdr PSOL-REDE,Não
2196833-395,Fdr PT-PCdoB-PV,Liberado
2196833-395,Oposição,Liberado
2196833-395,Minoria,Obstrução
2196833-395,Governo,Sim
2372099-6,Governo,Sim
2372099-6,Fdr PSOL-REDE,Sim
2372099-6,NOVO,Não
2372099-6,Bl UniPpFdrPsdbCid...,Sim
2372099-6,Maioria,Sim
2372099-6,Minoria,Não
2372099-6,Fdr PT-PCdoB-PV,Sim
2372099-6,Oposição,Não
2372099-6,PL,Não
2372099-6,Bl MdbPsdRepPodePsc,Sim
2196833-392,Oposição,Obstrução
2196833-392,Governo,Sim
2196833-392,Minoria,Obstrução
2196833-392,Bl UniPpFdrPsdbCid...,Sim
2196833-392,Bl MdbPsdRepPodePsc,Sim
2196833-392,NOVO,Sim
2196833-392,PL,Obstrução
2196833-392,Fdr PT-PCdoB-PV,Sim
2196833-392,Maioria,Sim
2196833-392,Fdr PSOL-REDE,Sim
2196833-390,Maioria,Sim
2196833-390,Fdr PT-PCdoB-PV,Sim
2196833-390,Fdr PSOL-REDE,Sim
2196833-390,Bl MdbPsdRepPodePsc,Sim
2196833-390,Oposição,Não
2196833-390,Bl UniPpFdrPsdbCid...,Sim
2196833-390,Minoria,Obstrução
2196833-390,PL,Obstrução
2196833-390,Governo,Sim
2196833-390,NOVO,Não
2196833-356,Minoria,Não
2196833-356,PL,Não
2196833-356,Bl UniPpFdrPsdbCid...,Sim
2196833-356,Maioria,
2196833-356,Fdr PSOL-REDE,Sim
2196833-356,NOVO,Sim
2196833-356,Oposição,Sim
2196833-356,Bl MdbPsdRepPodePsc,Sim
2196833-356,Governo,Sim
2196833-356,Fdr PT-PCdoB-PV,Sim
2196833-386,Bl MdbPsdRepPodePsc,Sim
2196833-386,Bl UniPpFdrPsdbCid...,Sim
2196833-386,Governo,Sim
2196833-386,NOVO,Não
2196833-386,Minoria,Não
2196833-386,PL,Obstrução
2196833-386,Fdr PT-PCdoB-PV,Sim
2196833-386,Maioria,Sim
2196833-386,Fdr PSOL-REDE,Sim
2196833-386,Oposição,Não
2196833-353,Governo,Sim
2196833-353,Bl UniPpFdrPsdbCid...,Sim
2196833-353,Bl MdbPsdRepPodePsc,Sim
2196833-353,NOVO,Sim
2196833-353,PL,Não
2196833-353,Fdr PT-PCdoB-PV,Sim
2196833-353,Oposição,Não
2196833-353,Maioria,Sim
2196833-353,Fdr PSOL-REDE,Não
2196833-353,Minoria,Não
2196833-373,Minoria,Não
2196833-373,NOVO,Liberado
2196833-373,Bl UniPpFdrPsdbCid...,Sim
2196833-373,Bl MdbPsdRepPodePsc,Sim
2196833-373,Fdr PSOL-REDE,Sim
2196833-373,Oposição,Não
2196833-373,Governo,Sim
2196833-373,Fdr PT-PCdoB-PV,Sim
2196833-373,PL,Não
2196833-373,Maioria,Sim
2196833-380,Governo,Sim
2196833-380,Fdr PT-PCdoB-PV,Sim
2196833-380,Minoria,Sim
2196833-380,Bl MdbPsdRepPodePsc,Sim
2196833-380,Bl UniPpFdrPsdbCid...,Sim
2196833-380,Maioria,Sim
2196833-380,NOVO,Não
2196833-380,Fdr PSOL-REDE,Não
2196833-380,Oposição,Sim
2196833-380,PL,Sim
2196833-331,Bl MdbPsdRepPodePsc,Sim
2196833-331,Minoria,Não
2196833-331,Fdr PSOL-REDE,Sim
2196833-331,NOVO,Não
2196833-331,Governo,Sim
2196833-331,PL,Não
2196833-331,Maioria,Sim
2196833-331,Fdr PT-PCdoB-PV,Sim
2196833-331,Bl UniPpFdrPsdbCid...,Liberado
2196833-331,Oposição,Não
2196833-365,Bl UniPpFdrPsdbCid...,Sim
2196833-365,Fdr PSOL-REDE,Não
2196833-365,NOVO,Sim
2196833-365,Maioria,Sim
2196833-365,Fdr PT-PCdoB-PV,Sim
2196833-365,Oposição,Sim
2196833-365,PL,Sim
2196833-365,Governo,Sim
2196833-365,Bl MdbPsdRepPodePsc,Sim
2196833-365,Minoria,Sim
2196833-328,NOVO,Não
2196833-328,Fdr PT-PCdoB-PV,Sim
2196833-328,Fdr PSOL-REDE,Sim
2196833-328,Minoria,Não
2196833-328,Bl MdbPsdRepPodePsc,Sim
2196833-328,Maioria,Sim
2196833-328,Bl UniPpFdrPsdbCid...,Sim
2196833-328,PL,Não
2196833-328,Governo,Sim
2196833-328,Oposição,Não
2196833-349,NOVO,Sim
2196833-349,Governo,Sim
2196833-349,Fdr PSOL-REDE,Sim
2196833-349,Oposição,Não
2196833-349,Bl UniPpFdrPsdbCid...,Sim
2196833-349,Fdr PT-PCdoB-PV,Sim
2196833-349,Minoria,Não
2196833-349,Maioria,Sim
2196833-349,Bl MdbPsdRepPodePsc,Sim
2196833-349,PL,Não
2196833-362,Bl UniPpFdrPsdbCid...,Liberado
2196833-362,Fdr PSOL-REDE,Sim
2196833-362,Governo,Sim
2196833-362,Fdr PT-PCdoB-PV,Sim
2196833-362,Oposição,Não
2196833-362,PL,Não
2196833-362,Minoria,Não
2196833-362,Bl MdbPsdRepPodePsc,Sim
2196833-362,NOVO,Sim
2196833-362,Maioria,Sim
2196833-359,Governo,Sim
2196833-359,Bl UniPpFdrPsdbCid...,Sim
2196833-359,Oposição,Não
2196833-359,Fdr PT-PCdoB-PV,Sim
2196833-359,NOVO,Sim
2196833-359,Bl MdbPsdRepPodePsc,Sim
2196833-359,Minoria,Não
2196833-359,Maioria,Sim
2196833-359,PL,Não
2196833-359,Fdr PSOL-REDE,Sim
2196833-323,PL,Sim
2196833-323,Bl UniPpFdrPsdbCid...,Não
2196833-323,Fdr PT-PCdoB-PV,Não
2196833-323,Maioria,Não
2196833-323,Minoria,Sim
2196833-323,Fdr PSOL-REDE,Não
2196833-323,Governo,Não
2196833-323,Bl MdbPsdRepPodePsc,Não
2196833-323,NOVO,Sim
2196833-323,Oposição,Sim
2196833-307,Fdr PT-PCdoB-PV,Não
2196833-307,NOVO,Sim
2196833-307,Governo,Não
2196833-307,Oposição,Sim
2196833-307,Minoria,Sim
2196833-307,Maioria,
2196833-307,Bl UniPpFdrPsdbCid...,Não
2196833-307,Bl MdbPsdRepPodePsc,Não
2196833-307,Fdr PSOL-REDE,Não
2196833-307,PL,Sim
2196833-326,Governo,Sim
2196833-326,NOVO,Liberado
2196833-326,Fdr PT-PCdoB-PV,Sim
2196833-326,Bl UniPpFdrPsdbCid...,Sim
2196833-326,Fdr PSOL-REDE,Sim
2196833-326,Bl MdbPsdRepPodePsc,Sim
2196833-326,PL,Não
2196833-326,Maioria,Sim
2196833-326,Minoria,Não
2196833-326,Oposição,Não
2197160-60,PSL,Liberado
2197160-60,Governo,Sim
2197160-60,PV,Não
2197160-60,PSD,Não
2197160-60,NOVO,Não
2197160-60,PT,Não
2197160-60,PL,Não
2197160-60,SOLIDARIEDADE,Não
2197160-60,PSC,Não
2197160-60,PpMdbPtb,Não
2197160-60,CIDADANIA,Não
2197160-60,PSB,Não
2197160-60,PRB,Não
2197160-60,PODE,Não
2197160-60,DEM,Não
2197160-60,PSDB,Não
2197160-60,PCdoB,Não
2197160-60,PDT,Não
2197160-60,PSOL,Não
2197160-57,Governo,Sim
2197160-57,PSD,Sim
2197160-57,AVANTE,Sim
2197160-57,PT,Não
2197160-57,PSDB,Sim
2197160-57,Oposição,Não
2197160-57,PSOL,Não
2197160-57,PROS,Sim
2197160-57,PDT,Não
2197160-57,PpMdbPtb,Sim
2197160-57,SOLIDARIEDADE,Sim
2197160-57,PCdoB,Não
2197160-57,CIDADANIA,Sim
2197160-57,PSC,Sim
2197160-57,DEM,Sim
2197160-57,PODE,Não
2197160-57,PRB,Sim
2197160-57,PL,Sim
2197160-57,PSB,Não
2197160-57,PSL,Sim
2197160-57,Minoria,Não
2197160-57,NOVO,Sim
2197160-57,PV,Não
2197160-52,Minoria,Sim
2197160-52,PpMdbPtb,Sim
2197160-52,PT,Sim
2197160-52,PCdoB,Sim
2197160-52,Oposição,Sim
2197160-52,PATRIOTA,Sim
2197160-52,Maioria,Sim
2197160-52,PSDB,Sim
2197160-52,PSD,Sim
2197160-52,PODE,Sim
2197160-52,CIDADANIA,Sim
2197160-52,NOVO,Liberado
2197160-52,AVANTE,Sim
2197160-52,PSOL,Sim
2197160-52,PROS,Sim
2197160-52,PSB,Sim
2197160-52,PL,Sim
2197160-52,PSL,Sim
2197160-52,PV,Sim
2197160-52,REDE,Sim
2197160-52,PHS,Sim
2197160-52,SOLIDARIEDADE,Sim
2197160-52,PRB,Sim
2197160-52,PMN,Sim
2197160-52,DEM,Sim
2197160-52,Governo,Sim
2197160-52,PSC,Sim
2197160-52,PDT,Sim
2197160-67,CIDADANIA,Sim
2197160-67,PROS,Sim
2197160-67,PSOL,Sim
2197160-67,Oposição,Sim
2197160-67,PDT,Sim
2197160-67,AVANTE,Sim
2197160-67,SOLIDARIEDADE,Sim
2197160-67,PL,Sim
2197160-67,PSDB,Sim
2197160-67,NOVO,Liberado
2197160-67,PpMdbPtb,Sim
2197160-67,REDE,Sim
2197160-67,PSD,Sim
2197160-67,Maioria,Sim
2197160-67,Governo,Sim
2197160-67,PMN,Sim
2197160-67,DEM,Sim
2197160-67,PT,Sim
2197160-67,PSL,Sim
2197160-67,PSB,Sim
2197160-67,PATRIOTA,Sim
2197160-67,PV,Sim
2197160-67,PODE,Sim
2197160-67,PRB,Sim
2197160-67,PCdoB,Sim
2197160-67,PSC,Sim
2197160-67,Minoria,Sim
2197160-67,PHS,Sim
2197160-54,PHS,Sim
2197160-54,REDE,Sim
2197160-54,PATRIOTA,Sim
2197160-54,PT,Sim
2197160-54,PCdoB,Sim
2197160-54,PSD,Sim
2197160-54,Governo,Sim
2197160-54,PMN,Sim
2197160-54,PSC,Sim
2197160-54,PpMdbPtb,Sim
2197160-54,CIDADANIA,Sim
2197160-54,Maioria,Sim
2197160-54,PODE,Sim
2197160-54,PROS,Sim
2197160-54,PL,Sim
2197160-54,SOLIDARIEDADE,Sim
2197160-54,AVANTE,Sim
2197160-54,DEM,Sim
2197160-54,PSDB,Sim
2197160-54,PSOL,Sim
2197160-54,PSL,Sim
2197160-54,PV,Sim
2197160-54,PSB,Sim
2197160-54,Oposição,Sim
2197160-54,NOVO,Liberado
2197160-54,Minoria,Sim
2197160-54,PDT,Sim
2197160-54,PRB,Sim
2197504-87,Maioria,Sim
2197504-87,REDE,Sim
2197504-87,PpMdbPtb,Sim
2197504-87,PATRIOTA,Sim
2197504-87,PMN,Sim
2197504-87,Minoria,Sim
2197504-87,PV,Sim
2197504-87,PL,Sim
2197504-87,PSB,Sim
2197504-87,PSL,Liberado
2197504-87,CIDADANIA,Sim
2197504-87,PODE,Sim
2197504-87,PSDB,Sim
2197504-87,NOVO,Sim
2197504-87,PSC,Sim
2197504-87,AVANTE,Sim
2197504-87,PT,Sim
2197504-87,DEM,Sim
2197504-87,PSOL,Obstrução
2197504-87,Governo,Sim
2197504-87,SOLIDARIEDADE,Sim
2197504-87,PSD,Sim
2197504-87,PCdoB,Sim
2197504-87,REPUBLICANOS,Sim
2197504-87,Oposição,Sim
2197504-87,PDT,Sim
2197504-87,PROS,Sim
2197956-43,PSL,Sim
2197956-43,PSB,Não
2197956-43,Governo,Sim
2197956-43,DEM,Sim
2197956-43,REDE,Não
2197956-43,PT,Não
2198163-46,PSB,Sim
2198163-46,PP,Sim
2198163-46,PSL,Não
2258716-15,Oposição,Não
2258716-15,PT,Não
2258716-15,REPUBLICANOS,Sim
2258716-15,Minoria,Não
2258716-15,PCdoB,Não
2258716-15,PSD,Sim
2258716-15,PODE,Sim
2258716-15,PL,Sim
2258716-15,PSC,Sim
2258716-15,PSDB,Sim
2258716-15,PDT,Não
2258716-15,PATRIOTA,Sim
2258716-15,MDB,Liberado
2258716-15,CIDADANIA,Sim
2258716-15,PROS,
2258716-15,PV,Não
2258716-15,PP,Sim
2258716-15,REDE,Não
2258716-15,NOVO,Sim
2258716-15,UNIÃO,Sim
2258716-15,PSOL,Não
2258716-15,AVANTE,Liberado
2258716-15,PTB,Sim
2258716-15,Governo,Sim
2258716-15,PSB,Não
2258716-15,SOLIDARIEDADE,Sim
2258716-15,Maioria,Sim
2199215-107,Governo,
2199215-107,Maioria,Não
2199215-107,REPUBLICANOS,Não
2199215-107,Minoria,Sim
2199215-107,PSDB,Não
2199215-107,PTB,Não
2199215-107,CIDADANIA,
2199215-107,PSD,Não
2199215-107,PROS,Não
2199215-107,PODE,
2199215-107,PV,Sim
2199215-107,PSOL,Sim
2199215-107,PSL,Não
2199215-107,NOVO,Não
2199215-107,PCdoB,Sim
2199215-107,AVANTE,Não
2199215-107,SOLIDARIEDADE,
2199215-107,Oposição,Sim
2199215-107,MDB,Não
2199215-107,PP,Não
2199215-107,PSC,Não
2199215-107,PT,Sim
2199215-107,DEM,Não
2199215-107,PDT,
2199215-107,REDE,Sim
2199215-107,PATRIOTA,
2199215-107,PL,Não
2199215-107,PSB,Sim
2199215-68,PL,Não
2199215-68,PCdoB,Sim
2199215-68,PSD,Não
2199215-68,PSB,Sim
2199215-68,Governo,
2199215-68,REDE,Sim
2199215-68,PSDB,Não
2199215-68,REPUBLICANOS,Não
2199215-68,PSC,Não
2199215-68,DEM,Não
2199215-68,PP,Não
2199215-68,SOLIDARIEDADE,Não
2199215-68,PSL,Não
2199215-68,PSOL,Sim
2199215-68,PODE,Não
2199215-68,AVANTE,Não
2199215-68,Minoria,Sim
2199215-68,PV,Sim
2199215-68,NOVO,Não
2199215-68,MDB,Não
2199215-68,PATRIOTA,Não
2199215-68,PROS,Não
2199215-68,CIDADANIA,Sim
2199215-68,PT,Sim
2199215-68,PDT,
2199215-68,Maioria,Não
2199215-68,Oposição,Sim
2199215-68,PTB,Não
2199215-59,Governo,
2199215-59,PODE,Não
2199215-59,REDE,Sim
2199215-59,DEM,Não
2199215-59,SOLIDARIEDADE,Não
2199215-59,PDT,
2199215-59,PP,Não
2199215-59,Maioria,Não
2199215-59,PATRIOTA,Não
2199215-59,PTB,Não
2199215-59,AVANTE,Não
2199215-59,PL,Não
2199215-59,REPUBLICANOS,Não
2199215-59,MDB,Não
2199215-59,CIDADANIA,Sim
2199215-59,PSC,Não
2199215-59,PSB,Sim
2199215-59,PROS,Não
2199215-59,Oposição,Sim
2199215-59,PSD,Não
2199215-59,PT,Sim
2199215-59,PSL,Não
2199215-59,PSOL,Sim
2199215-59,PV,
2199215-59,NOVO,Não
2199215-59,PSDB,Não
2199215-59,Minoria,Sim
2199215-59,PCdoB,Sim
2199215-82,PODE,Não
2199215-82,PATRIOTA,Não
2199215-82,PP,Não
2199215-82,PSB,Sim
2199215-82,PCdoB,Sim
2199215-82,PSL,Não
2199215-82,PV,
2199215-82,SOLIDARIEDADE,
2199215-82,Governo,
2199215-82,MDB,Não
2199215-82,Oposição,
2199215-82,Minoria,Sim
2199215-82,PSDB,Não
2199215-82,PTB,Não
2199215-82,PSD,Não
2199215-82,PL,Não
2199215-82,REDE,Sim
2199215-82,PDT,
2199215-82,PROS,Não
2199215-82,NOVO,Não
2199215-82,CIDADANIA,
2199215-82,PT,Sim
2199215-82,REPUBLICANOS,Não
2199215-82,PSOL,Sim
2199215-82,DEM,Não
2199215-82,AVANTE,Não
2199215-82,PSC,Não
2199215-82,Maioria,Não
2199215-94,PT,Sim
2199215-94,PSOL,Sim
2199215-94,PODE,
2199215-94,SOLIDARIEDADE,
2199215-94,REPUBLICANOS,Não
2199215-94,PV,Sim
2199215-94,PCdoB,Sim
2199215-94,PSB,Sim
2199215-94,PP,Não
2199215-94,PSL,Não
2199215-94,REDE,Sim
2199215-94,PSD,Não
2199215-94,PROS,Não
2199215-94,Governo,
2199215-94,MDB,Não
2199215-94,PL,Não
2199215-94,DEM,Não
2199215-94,PATRIOTA,
2199215-94,PSC,Não
