id_deputado,nome_deputado,siglaPartido,siglaUf,idLegislatura,email
204536,Kim Kataguiri,UNIÃO,SP,57,dep.kimkataguiri@camara.leg.br
98057,Lafayette de Andrada,REPUBLICANOS,MG,57,dep.lafayettedeandrada@camara.leg.br
74856,Laura Carneiro,PSD,RJ,57,dep.lauracarneiro@camara.leg.br
141480,Lázaro Botelho,PP,TO,57,dep.lazarobotelho@camara.leg.br
178832,Leandre,PSD,PR,57,
220600,Lebrão,UNIÃO,RO,57,dep.lebrao@camara.leg.br
220566,Lêda Borges,PSDB,GO,57,dep.ledaborges@camara.leg.br
231911,Lenir de Assis,PT,PR,57,dep.lenirdeassis@camara.leg.br
80815,Leo Prates,PDT,BA,57,dep.leoprates@camara.leg.br
122195,Leonardo Gadelha,PSC,PB,57,
122195,Leonardo Gadelha,PODE,PB,57,
74156,Leonardo Monteiro,PT,MG,57,dep.leonardomonteiro@camara.leg.br
74299,Leônidas Cristino,PDT,CE,57,dep.leonidascristino@camara.leg.br
92102,Leur Lomanto Júnior,UNIÃO,BA,57,dep.leurlomantojunior@camara.leg.br
139285,Lídice da Mata,PSB,BA,57,dep.lidicedamata@camara.leg.br
74585,Lincoln Portela,PL,MG,57,dep.lincolnportela@camara.leg.br
74858,Lindbergh Farias,PT,RJ,57,dep.lindberghfarias@camara.leg.br
171139,Loreny,SOLIDARIEDADE,SP,57,
220662,Lucas Ramos,PSB,PE,57,dep.lucasramos@camara.leg.br
204404,Lucas Redecker,PSDB,RS,57,dep.lucasredecker@camara.leg.br
138286,Luciano Alves,PSD,PR,57,dep.lucianoalves@camara.leg.br
220581,Luciano Amaral,PV,AL,57,dep.lucianoamaral@camara.leg.br
103758,Luciano Azevedo,PSD,RS,57,
74478,Luciano Bivar,UNIÃO,PE,57,dep.lucianobivar@camara.leg.br
178931,Luciano Ducci,PSB,PR,57,dep.lucianoducci@camara.leg.br
227323,Luciano Galego,PL,MA,57,
220616,Luciano Vieira,PL,RJ,57,dep.lucianovieira@camara.leg.br
220616,Luciano Vieira,REPUBLICANOS,RJ,57,dep.lucianovieira@camara.leg.br
178954,Lucio Mosquini,MDB,RO,57,dep.luciomosquini@camara.leg.br
229082,Lucyana Genésio,PDT,MA,57,
222429,Luis Carlos Gomes,REPUBLICANOS,RJ,57,dep.luiscarlosgomes@camara.leg.br
160510,Luis Tibé,AVANTE,MG,57,dep.luistibe@camara.leg.br
204410,Luisa Canziani,PSD,PR,57,dep.luisacanziani@camara.leg.br
204448,Luiz Antonio Corrêa,PP,RJ,57,
141485,Luiz Carlos Busato,UNIÃO,RS,57,dep.luizcarlosbusato@camara.leg.br
73778,Luiz Carlos Hauly,PODE,PR,57,dep.luizcarloshauly@camara.leg.br
204485,Luiz Carlos Motta,PL,SP,57,dep.luizcarlosmotta@camara.leg.br
74041,Luiz Couto,PT,PB,57,dep.luizcouto@camara.leg.br
141487,Luiz Fernando Faria,PSD,MG,57,dep.luizfernandofaria@camara.leg.br
229432,Luiz Fernando Vampiro,MDB,SC,57,dep.luizfernandovampiro@camara.leg.br
220658,Luiz Gastão,PSD,CE,57,dep.luizgastao@camara.leg.br
204455,Luiz Lima,PL,RJ,57,dep.luizlima@camara.leg.br
204455,Luiz Lima,NOVO,RJ,57,dep.luizlima@camara.leg.br
220636,Luiz Marinho,PT,SP,57,
162332,Luiz Nishimori,PSD,PR,57,dep.luiznishimori@camara.leg.br
204526,Luiz Philippe de Orleans e Bragança,PL,SP,57,dep.luizphilippedeorleansebraganca@camara.leg.br
74784,Luiza Erundina,PSOL,SP,57,dep.luizaerundina@camara.leg.br
178866,Luizianne Lins,PT,CE,57,dep.luiziannelins@camara.leg.br
220669,Lula da Fonte,PP,PE,57,dep.luladafonte@camara.leg.br
166402,Magda Mofatto,PL,GO,57,dep.magdamofatto@camara.leg.br
166402,Magda Mofatto,PATRIOTA,GO,57,dep.magdamofatto@camara.leg.br
166402,Magda Mofatto,PRD,GO,57,dep.magdamofatto@camara.leg.br
220648,Marangoni,UNIÃO,SP,57,dep.marangoni@camara.leg.br
156190,Marcel van Hattem,NOVO,RS,57,dep.marcelvanhattem@camara.leg.br
179000,Marcelo Álvaro Antônio,PL,MG,57,dep.marceloalvaroantonio@camara.leg.br
204433,Marcelo Calero,PSD,RJ,57,
220599,Marcelo Crivella,REPUBLICANOS,RJ,57,dep.marcelocrivella@camara.leg.br
220634,Marcelo Lima,SOLIDARIEDADE,SP,57,
220634,Marcelo Lima,S.PART.,SP,57,
220634,Marcelo Lima,PSB,SP,57,
133810,Marcelo Moraes,PL,RS,57,dep.marcelomoraes@camara.leg.br
160161,Marcelo Queiroz,PP,RJ,57,dep.marceloqueiroz@camara.leg.br
178983,Marcio Alvino,PL,SP,57,dep.marcioalvino@camara.leg.br
179001,Márcio Biolchi,MDB,RS,57,dep.marciobiolchi@camara.leg.br
226410,Márcio Correa,MDB,GO,57,
220687,Márcio Honaiser,PDT,MA,57,dep.marciohonaiser@camara.leg.br
81055,Márcio Jerry,PCdoB,MA,57,dep.marciojerry@camara.leg.br
150418,Márcio Marinho,REPUBLICANOS,BA,57,dep.marciomarinho@camara.leg.br
204522,Marco Bertaiolli,PSD,SP,57,
219585,Marco Brasil,PP,PR,57,
160535,Marcon,PT,RS,57,dep.marcon@camara.leg.br
204431,Marcos Aurélio Sampaio,PSD,PI,57,dep.marcosaureliosampaio@camara.leg.br
204506,Marcos Pereira,REPUBLICANOS,SP,57,dep.marcospereira@camara.leg.br
220547,Marcos Pollon,PL,MS,57,dep.marcospollon@camara.leg.br
178943,Marcos Soares,UNIÃO,RJ,57,dep.marcossoares@camara.leg.br
220604,Marcos Tavares,PDT,RJ,57,dep.marcostavares@camara.leg.br
220668,Maria Arraes,SOLIDARIEDADE,PE,57,dep.mariaarraes@camara.leg.br
74398,Maria do Rosário,PT,RS,57,dep.mariadorosario@camara.leg.br
204540,Maria Rosas,REPUBLICANOS,SP,57,dep.mariarosas@camara.leg.br
227275,Mariana Carvalho,PSC,MA,57,
227275,Mariana Carvalho,PODE,MA,57,
227275,Mariana Carvalho,REPUBLICANOS,MA,57,
220637,Marina Silva,REDE,SP,57,
220655,Mario Frias,PL,SP,57,dep.mariofrias@camara.leg.br
74158,Mário Heringer,PDT,MG,57,dep.marioheringer@camara.leg.br
178858,Mário Negromonte Jr.,PP,BA,57,dep.marionegromontejr@camara.leg.br
204566,Marreca Filho,PATRIOTA,MA,57,dep.marrecafilho@camara.leg.br
204566,Marreca Filho,PRD,MA,57,dep.marrecafilho@camara.leg.br
220572,Marussa Boldrin,MDB,GO,57,dep.marussaboldrin@camara.leg.br
178843,Marx Beltrão,PP,AL,57,dep.marxbeltrao@camara.leg.br
220661,Matheus Noronha,PL,CE,57,dep.matheusnoronha@camara.leg.br
220609,Maurício Carvalho,UNIÃO,RO,57,dep.mauriciocarvalho@camara.leg.br
220628,Mauricio do Vôlei,PL,MG,57,dep.mauriciodovolei@camara.leg.br
220550,Mauricio Marcon,PODE,RS,57,dep.mauriciomarcon@camara.leg.br
220647,Mauricio Neves,PP,SP,57,dep.mauricioneves@camara.leg.br
204486,Mauro Benevides Filho,PDT,CE,57,dep.maurobenevidesfilho@camara.leg.br
220607,Max Lemos,PROS,RJ,57,dep.maxlemos@camara.leg.br
220607,Max Lemos,SOLIDARIEDADE,RJ,57,dep.maxlemos@camara.leg.br
220607,Max Lemos,PDT,RJ,57,dep.maxlemos@camara.leg.br
220591,Meire Serafim,UNIÃO,AC,57,dep.meireserafim@camara.leg.br
74428,Mendonça Filho,UNIÃO,PE,57,dep.mendoncafilho@camara.leg.br
188097,Merlong Solano,PT,PI,57,dep.merlongsolano@camara.leg.br
220585,Mersinho Lucena,PP,PB,57,dep.mersinholucena@camara.leg.br
220530,Messias Donato,REPUBLICANOS,ES,57,dep.messiasdonato@camara.leg.br
171786,Miguel Ângelo,PT,MG,57,dep.miguelangelo@camara.leg.br
178985,Miguel Lombardi,PL,SP,57,dep.miguellombardi@camara.leg.br
154178,Milton Vieira,REPUBLICANOS,SP,57,
178895,Misael Varella,PSD,MG,57,dep.misaelvarella@camara.leg.br
229225,Missionária Michele Collins,PP,PE,57,
160561,Missionário José Olimpio,PL,SP,57,dep.missionariojoseolimpio@camara.leg.br
178997,Moses Rodrigues,UNIÃO,CE,57,dep.mosesrodrigues@camara.leg.br
220617,Murillo Gouvea,UNIÃO,RJ,57,dep.murillogouvea@camara.leg.br
220584,Murilo Galdino,REPUBLICANOS,PB,57,dep.murilogaldino@camara.leg.br
204453,Natália Bonavides,PT,RN,57,dep.nataliabonavides@camara.leg.br
228042,Naumi Amorim,PSD,CE,57,
204449,Nelson Barbudo,PL,MT,57,dep.nelsonbarbudo@camara.leg.br
220622,Nely Aquino,PODE,MG,57,dep.nelyaquino@camara.leg.br
220703,Neto Carletto,PP,BA,57,dep.netocarletto@camara.leg.br
220703,Neto Carletto,AVANTE,BA,57,dep.netocarletto@camara.leg.br
229939,Newton Bonin,UNIÃO,PR,57,
178896,Newton Cardoso Jr,MDB,MG,57,dep.newtoncardosojr@camara.leg.br
204479,Nicoletti,UNIÃO,RR,57,dep.nicoletti@camara.leg.br
209787,Nikolas Ferreira,PL,MG,57,dep.nikolasferreira@camara.leg.br
178986,Nilto Tatto,PT,SP,57,dep.niltotatto@camara.leg.br
227660,Nitinho,PSD,SE,57,dep.nitinho@camara.leg.br
74159,Odair Cunha,PT,MG,57,dep.odaircunha@camara.leg.br
204498,Olival Marques,MDB,PA,57,dep.olivalmarques@camara.leg.br
178987,Orlando Silva,PCdoB,SP,57,dep.orlandosilva@camara.leg.br
73692,Osmar Terra,MDB,RS,57,dep.osmarterra@camara.leg.br
204422,Ossesio Silva,REPUBLICANOS,PE,57,dep.ossesiosilva@camara.leg.br
204441,Otoni de Paula,MDB,RJ,57,dep.otonidepaula@camara.leg.br
204573,Otto Alencar Filho,PSD,BA,57,dep.ottoalencarfilho@camara.leg.br
220706,Padovani,UNIÃO,PR,57,dep.padovani@camara.leg.br
160556,Padre João,PT,MG,57,dep.padrejoao@camara.leg.br
230762,Pastor Claudio Mariano,UNIÃO,PA,57,dep.pastorclaudiomariano@camara.leg.br
180214,Pastor Diniz,UNIÃO,RR,57,dep.pastordiniz@camara.leg.br
160642,Pastor Eurico,PL,PE,57,dep.pastoreurico@camara.leg.br
204570,Pastor Gil,PL,MA,57,dep.pastorgil@camara.leg.br
220615,Pastor Henrique Vieira,PSOL,RJ,57,dep.pastorhenriquevieira@camara.leg.br
204553,Pastor Sargento Isidório,AVANTE,BA,57,dep.pastorsargentoisidorio@camara.leg.br
74160,Patrus Ananias,PT,MG,57,dep.patrusananias@camara.leg.br
74095,Pauderney Avelino,UNIÃO,AM,57,dep.pauderneyavelino@camara.leg.br
171617,Paulão,PT,AL,57,dep.paulao@camara.leg.br
141518,Paulinho da Força,SOLIDARIEDADE,SP,57,dep.paulinhodaforca@camara.leg.br
220627,Paulinho Freire,UNIÃO,RN,57,
141516,Paulo Abi-Ackel,PSDB,MG,57,dep.pauloabiackel@camara.leg.br
220650,Paulo Alexandre Barbosa,PSDB,SP,57,dep.pauloalexandrebarbosa@camara.leg.br
178860,Paulo Azi,UNIÃO,BA,57,dep.pauloazi@camara.leg.br
160517,Paulo Foletto,PSB,ES,57,dep.paulofolletto@camara.leg.br
160517,Paulo Folletto,PSB,ES,57,dep.paulofolletto@camara.leg.br
160558,Paulo Freire Costa,PL,SP,57,dep.paulofreirecosta@camara.leg.br
204492,Paulo Guedes,PT,MG,57,dep.pauloguedes@camara.leg.br
220685,Paulo Litro,PSD,PR,57,dep.paulolitro@camara.leg.br
74574,Paulo Magalhães,PSD,BA,57,dep.paulomagalhaes@camara.leg.br
128760,Paulo Marinho Jr,PL,MA,57,
74400,Paulo Pimenta,PT,RS,57,dep.paulopimenta@camara.leg.br
141488,Paulo Teixeira,PT,SP,57,
220630,Pedro Aihara,PATRIOTA,MG,57,dep.pedroaihara@camara.leg.br
220630,Pedro Aihara,PRD,MG,57,dep.pedroaihara@camara.leg.br
220667,Pedro Campos,PSB,PE,57,dep.pedrocampos@camara.leg.br
229112,Pedro Jr,PL,TO,57,
122974,Pedro Lucas Fernandes,UNIÃO,MA,57,dep.pedrolucasfernandes@camara.leg.br
204395,Pedro Lupion,PP,PR,57,dep.pedrolupion@camara.leg.br
122158,Pedro Paulo,PSD,RJ,57,dep.pedropaulo@camara.leg.br
229259,Pedro Tourinho,PT,SP,57,
160604,Pedro Uczai,PT,SC,57,dep.pedrouczai@camara.leg.br
204406,Pedro Westphalen,PP,RS,57,dep.pedrowestphalen@camara.leg.br
161440,Pezenti,MDB,SC,57,dep.pezenti@camara.leg.br
204524,Pinheirinho,PP,MG,57,dep.pinheirinho@camara.leg.br
73486,Pompeo de Mattos,PDT,RS,57,dep.pompeodemattos@camara.leg.br
160601,Pr. Marco Feliciano,PL,SP,57,dep.pr.marcofeliciano@camara.leg.br
226075,Priscila Costa,PL,CE,57,
89536,Prof. Paulo Fernando,REPUBLICANOS,DF,57,
220533,Prof. Reginaldo Veras,PV,DF,57,dep.prof.reginaldoveras@camara.leg.br
204390,Professor Alcides,PL,GO,57,dep.professoralcides@camara.leg.br
220580,Professora Goreth,PDT,AP,57,dep.professoragoreth@camara.leg.br
221338,Professora Luciene Cavalcante,PSOL,SP,57,dep.professoralucienecavalcante@camara.leg.br
220586,Rafael Brito,MDB,AL,57,dep.rafaelbrito@camara.leg.br
220532,Rafael Prudente,MDB,DF,57,dep.rafaelprudente@camara.leg.br
220626,Rafael Simoes,UNIÃO,MG,57,dep.rafaelsimoes@camara.leg.br
204567,Raimundo Costa,PODE,BA,57,dep.raimundocosta@camara.leg.br
74084,Raimundo Santos,PSD,PA,57,dep.raimundosantos@camara.leg.br
115200,Raniery Paulino,REPUBLICANOS,PB,57,
74161,Reginaldo Lopes,PT,MG,57,dep.reginaldolopes@camara.leg.br
221378,Reginete Bispo,PT,RS,57,
220606,Reimont,PT,RJ,57,dep.reimont@camara.leg.br
205865,Reinhold Stephanes,PSD,PR,57,dep.reinholdstephanes@camara.leg.br
225386,Renan Ferreirinha,PSD,RJ,57,
178989,Renata Abreu,PODE,SP,57,dep.renataabreu@camara.leg.br
153423,Renilce Nicodemos,MDB,PA,57,dep.renilcenicodemos@camara.leg.br
73801,Renildo Calheiros,PCdoB,PE,57,dep.renildocalheiros@camara.leg.br
175765,Ribamar Silva,PSD,SP,57,dep.ribamarsilva@camara.leg.br
221329,Ricardo Abrão,UNIÃO,RJ,57,dep.ricardoabrao@camara.leg.br
220543,Ricardo Ayres,REPUBLICANOS,TO,57,dep.ricardoayres@camara.leg.br
73788,Ricardo Barros,PP,PR,57,dep.ricardobarros@camara.leg.br
204362,Ricardo Guidi,PSD,SC,57,dep.ricardoguidi@camara.leg.br
204362,Ricardo Guidi,PL,SC,57,dep.ricardoguidi@camara.leg.br
220694,Ricardo Maia,MDB,BA,57,dep.ricardomaia@camara.leg.br
220633,Ricardo Salles,PL,SP,57,dep.ricardosalles@camara.leg.br
220633,Ricardo Salles,NOVO,SP,57,dep.ricardosalles@camara.leg.br
213274,Ricardo Silva,PSD,SP,57,
204489,Robério Monteiro,PDT,CE,57,dep.roberiomonteiro@camara.leg.br
220693,Roberta Roma,PL,BA,57,dep.robertaroma@camara.leg.br
220588,Roberto Duarte,REPUBLICANOS,AC,57,dep.robertoduarte@camara.leg.br
220613,Roberto Monteiro,PL,RJ,57,dep.robertomonteiropai@camara.leg.br
220613,Roberto Monteiro Pai,PL,RJ,57,dep.robertomonteiropai@camara.leg.br
220624,Robinson Faria,PL,RN,57,dep.robinsonfaria@camara.leg.br
220546,Rodolfo Nogueira,PL,MS,57,dep.rodolfonogueira@camara.leg.br
230767,Rodrigo da Zaeli,PL,MT,57,dep.rodrigodazaeli@camara.leg.br
141531,Rodrigo de Castro,UNIÃO,MG,57,dep.rodrigodecastro@camara.leg.br
223128,Rodrigo Estacho,PSD,PR,57,dep.rodrigoestacho@camara.leg.br
220641,Rodrigo Gambale,PODE,SP,57,dep.rodrigogambale@camara.leg.br
165470,Rodrigo Valadares,UNIÃO,SE,57,dep.rodrigovaladares@camara.leg.br
220695,Rogéria Santos,REPUBLICANOS,BA,57,dep.rogeriasantos@camara.leg.br
204480,Rogério Correia,PT,MG,57,dep.rogeriocorreia@camara.leg.br
160629,Romero Rodrigues,PSC,PB,57,dep.romerorodrigues@camara.leg.br
160629,Romero Rodrigues,PODE,PB,57,dep.romerorodrigues@camara.leg.br
163321,Ronaldo Nogueira,REPUBLICANOS,RS,57,dep.ronaldonogueira@camara.leg.br
204525,Rosana Valle,PL,SP,57,dep.rosanavalle@camara.leg.br
178945,Rosangela Gomes,REPUBLICANOS,RJ,57,
220644,Rosangela Moro,UNIÃO,SP,57,dep.rosangelamoro@camara.leg.br
220620,Rosângela Reis,PL,MG,57,dep.rosangelareis@camara.leg.br
73806,Roseana Sarney,MDB,MA,57,
74371,Rubens Otoni,PT,GO,57,dep.rubensotoni@camara.leg.br
178887,Rubens Pereira Júnior,PT,MA,57,dep.rubenspereirajunior@camara.leg.br
73604,Rui Falcão,PT,SP,57,dep.ruifalcao@camara.leg.br
160635,Ruy Carneiro,PSC,PB,57,dep.ruycarneiro@camara.leg.br
160635,Ruy Carneiro,PODE,PB,57,dep.ruycarneiro@camara.leg.br
204535,Sâmia Bomfim,PSOL,SP,57,dep.samiabomfim@camara.leg.br
220631,Samuel Viana,PL,MG,57,dep.samuelviana@camara.leg.br
220631,Samuel Viana,REPUBLICANOS,MG,57,dep.samuelviana@camara.leg.br
204416,Sanderson,PL,RS,57,dep.sanderson@camara.leg.br
160621,Sandro Alex,PSD,PR,57,
204387,Sargento Fahur,PSD,PR,57,dep.sargentofahur@camara.leg.br
220621,Sargento Gonçalves,PL,RN,57,dep.sargentogoncalves@camara.leg.br
220618,Sargento Portugal,PODE,RJ,57,dep.sargentoportugal@camara.leg.br
220713,Saullo Vianna,UNIÃO,AM,57,
226837,Saulo Pedroso,PSD,SP,57,dep.saulopedroso@camara.leg.br
73808,Sérgio Brito,PSD,BA,57,
178933,Sergio Souza,MDB,PR,57,dep.sergiosouza@camara.leg.br
204557,Sidney Leite,PSD,AM,57,dep.sidneyleite@camara.leg.br
74356,Silas Câmara,REPUBLICANOS,AM,57,dep.silascamara@camara.leg.br
204360,Silvia Cristina,PL,RO,57,dep.silviacristina@camara.leg.br
204360,Silvia Cristina,PP,RO,57,dep.silviacristina@camara.leg.br
220579,Silvia Waiãpi,PL,AP,57,dep.silviawaiapi@camara.leg.br
227310,Silvio Antonio,PL,MA,57,
204425,Silvio Costa Filho,REPUBLICANOS,PE,57,
220569,Silvye Alves,UNIÃO,GO,57,dep.silvyealves@camara.leg.br
220651,Simone Marquetto,MDB,SP,57,dep.simonemarquetto@camara.leg.br
104552,Socorro Neri,PP,AC,57,dep.socorroneri@camara.leg.br
220643,Sônia Guajajara,PSOL,SP,57,
220575,Sonize Barbosa,PL,AP,57,dep.sonizebarbosa@camara.leg.br
178946,Soraya Santos,PL,RJ,57,dep.sorayasantos@camara.leg.br
178947,Sóstenes Cavalcante,PL,RJ,57,dep.sostenescavalcante@camara.leg.br
92776,Stefano Aguiar,PSD,MG,57,dep.stefanoaguiar@camara.leg.br
204534,Tabata Amaral,PSB,SP,57,dep.tabataamaral@camara.leg.br
230177,Tadeu Oliveira,PL,CE,57,
220682,Tadeu Veneri,PT,PR,57,dep.tadeuveneri@camara.leg.br
204464,Talíria Petrone,PSOL,RJ,57,dep.taliriapetrone@camara.leg.br
220598,Tarcísio Motta,PSOL,RJ,57,dep.tarcisiomotta@camara.leg.br
220552,Tenente Coronel Zucco,REPUBLICANOS,RS,57,dep.zucco@camara.leg.br
220552,Tenente Coronel Zucco,PL,RS,57,dep.zucco@camara.leg.br
220560,Thiago de Joaldo,PP,SE,57,dep.thiagodejoaldo@camara.leg.br
220597,Thiago Flores,MDB,RO,57,dep.thiagoflores@camara.leg.br
220597,Thiago Flores,REPUBLICANOS,RO,57,dep.thiagoflores@camara.leg.br
220684,Tião Medeiros,PP,PR,57,dep.tiaomedeiros@camara.leg.br
160976,Tiririca,PL,SP,57,dep.tiririca@camara.leg.br
178934,Toninho Wandscheer,PROS,PR,57,dep.toninhowandscheer@camara.leg.br
178934,Toninho Wandscheer,PP,PR,57,dep.toninhowandscheer@camara.leg.br
157130,Túlio Gadêlha,REDE,PE,57,dep.tuliogadelha@camara.leg.br
223398,Ulisses Guimarães,MDB,MG,57,
160610,Valmir Assunção,PT,BA,57,dep.valmirassuncao@camara.leg.br
74376,Vander Loubet,PT,MS,57,dep.vanderloubet@camara.leg.br
204396,Vermelho,PL,PR,57,dep.vermelho@camara.leg.br
204396,Vermelho,PP,PR,57,dep.vermelho@camara.leg.br
74283,Vicentinho,PT,SP,57,dep.vicentinho@camara.leg.br
137070,Vicentinho Júnior,PP,TO,57,dep.vicentinhojunior@camara.leg.br
141555,Vinicius Carvalho,REPUBLICANOS,SP,57,dep.viniciuscarvalho@camara.leg.br
160591,Vinicius Gurgel,PL,AP,57,dep.viniciusgurgel@camara.leg.br
178992,Vitor Lippi,PSDB,SP,57,dep.vitorlippi@camara.leg.br
91228,Waldemar Oliveira,AVANTE,PE,57,dep.waldemaroliveira@camara.leg.br
160569,Waldenor Pereira,PT,BA,57,dep.waldenorpereira@camara.leg.br
220601,Washington Quaquá,PT,RJ,57,
160518,Weliton Prado,PROS,MG,57,dep.welitonprado@camara.leg.br
160518,Weliton Prado,SOLIDARIEDADE,MG,57,dep.welitonprado@camara.leg.br
74043,Wellington Roberto,PL,PB,57,dep.wellingtonroberto@camara.leg.br
224333,Welter,PT,PR,57,dep.welter@camara.leg.br
74044,Wilson Santiago,REPUBLICANOS,PB,57,dep.wilsonsantiago@camara.leg.br
182146,Wolmer Araújo,PATRIOTA,MA,57,
182146,Wolmer Araújo,SOLIDARIEDADE,MA,57,
220564,Yandra Moura,UNIÃO,SE,57,dep.yandramoura@camara.leg.br
220660,Yury do Paredão,PL,CE,57,dep.yurydoparedao@camara.leg.br
220660,Yury do Paredão,S.PART.,CE,57,dep.yurydoparedao@camara.leg.br
220660,Yury do Paredão,MDB,CE,57,dep.yurydoparedao@camara.leg.br
230768,Zé Adriano,PP,AC,57,dep.zeadriano@camara.leg.br
220536,Zé Haroldo Cathedral,PSD,RR,57,dep.zeharoldocathedral@camara.leg.br
204559,Zé Neto,PT,BA,57,dep.zeneto@camara.leg.br
160632,Zé Silva,SOLIDARIEDADE,MG,57,dep.zesilva@camara.leg.br
220558,Zé Trovão,PL,SC,57,dep.zetrovao@camara.leg.br
204517,Zé Vitor,PL,MG,57,dep.zevitor@camara.leg.br
160592,Zeca Dirceu,PT,PR,57,dep.zecadirceu@camara.leg.br
220592,Zezinho Barbary,PP,AC,57,dep.zezinhobarbary@camara.leg.br
220552,Zucco,REPUBLICANOS,RS,57,dep.zucco@camara.leg.br
220552,Zucco,PL,RS,57,dep.zucco@camara.leg.br
