id_votacao,data,data_hora_registro,sigla_orgao,descricao_proposicao,descricao,aprovacao,id_proposicao
2351675-3,2023-03-29,2023-03-29T11:55:23,CE,REQ 5/2023 CE,Aprovado.,1.0,2351675
2351677-47,2024-05-15,2024-05-15T15:21:49,CMULHER,,Aprovado o Parecer.,1.0,2351677
2351677-33,2023-10-31,2023-10-31T16:04:06,CSPCCO,,Aprovado o Parecer.,1.0,2351677
2351683-2,2023-03-22,2023-03-22T11:55:15,CE,REQ 8/2023 CE,"Aprovado. Subscreveram os Deputados Tarcísio Motta, Professor Alcides, Professora Goreth, Alice Portugal, Cristiane Lopes, Dandara, Chico Alencar, Ivan Valente, Leda Borges, Idilvan Alencar, Socorro Neri e Rafael Brito.",1.0,2351683
2351738-2,2023-03-22,2023-03-22T11:04:47,CME,REQ 4/2023 CME,"Aprovado. Subscrito pelos Deputado Welter e Arnaldo Jardim. Aditado para inclusão, na lista de convidados, de representantes das INB, CNEN, ANSN, e MME, por solicitação do Deputado Arnaldo Jardim; e de representante de universidades, por sugestão do Deputado Danilo Forte. Aditado para se incluir a realização de diligências, por solicitação do Deputado Ricardo Salles.",1.0,2351738
2351737-2,2023-03-22,2023-03-22T10:58:14,CME,REQ 3/2023 CME,Aprovado. Subscrito pelo Deputado Evair Vieira de Melo. Aditado pelo Autor para se incluírem a Secretaria de Economia Verde do Ministério de Indústria e Comércio e a Frente Nacional dos Consumidores de Energia.,1.0,2351737
2351742-3,2023-03-22,2023-03-22T14:45:54,CMULHER,,Aprovado com alteração. Alteração: inclusão de convidados.,1.0,2351742
2351741-2,2023-03-22,2023-03-22T13:39:21,CCULT,REQ 3/2023 CCULT,Aprovado.,1.0,2351741
2351748-2,2023-03-22,2023-03-22T11:16:53,CVT,REQ 5/2023 CVT,Aprovado. Subscrito pelo deputado Maurício Neves.,1.0,2351748
2351678-3,2023-03-29,2023-03-29T11:55:30,CE,REQ 6/2023 CE,"Aprovado, com o voto contrário dos Deputados Glauber Braga e Prof. Reginaldo Veras. Subscreveu a Deputada Franciane Bayer.",1.0,2351678
2351749-2,2023-03-22,2023-03-22T11:17:50,CVT,REQ 6/2023 CVT,Aprovado. Subscrito pelo deputado Maurício Neves.,1.0,2351749
2351723-54,2024-03-19,2024-03-19T15:33:24,CCJC,,Aprovada a Redação Final.,1.0,2351723
2351723-39,2023-12-13,2023-12-13T13:16:34,CCJC,,Aprovado o Parecer.,1.0,2351723
2351723-26,2023-05-31,2023-05-31T14:58:13,CCULT,,Aprovado o Parecer.,1.0,2351723
2351713-2,2023-03-22,2023-03-22T11:41:23,CTRAB,REQ 4/2023 CTRAB,Aprovado. Os Deputados Alexandre Lindenmeyer e Leonardo Monteiro subscreveram o requerimento.,1.0,2351713
2351702-35,2024-12-04,2024-12-04T15:07:15,CMULHER,,Aprovado o Parecer.,1.0,2351702
2351756-2,2023-03-22,2023-03-22T12:08:08,CFT,REQ 4/2023 CFT,Aprovado. Subscrito pelos Dep. Emanuel Pinheiro Neto e Josenildo,1.0,2351756
2351759-5,2023-04-19,2023-04-19T10:34:18,CME,,Aprovado. Unificado ao Requerimento nº 36/2023-CME.,1.0,2351759
2351760-2,2023-03-22,2023-03-22T11:18:57,CVT,REQ 8/2023 CVT,Aprovado. Subscrito pelo deputado Maurício Neves.,1.0,2351760
2351739-5,2023-04-19,2023-04-19T10:33:46,CME,,"Atendido, mediante a criação da Subcomissão Permanente de Energias Renováveis e da Subcomissão Permanente de Óleo, Gás e Carvão.",1.0,2351739
2351757-2,2023-03-22,2023-03-22T13:39:21,CCULT,REQ 4/2023 CCULT,Aprovado.,1.0,2351757
2351766-3,2023-03-22,2023-03-22T12:05:59,CCTI,REQ 3/2023 CCTI,"Aprovado, subscrito pelos Deputados Vitor Lippi, Ana Pimentel e Raimundo Santos, com aditamento para que seja debatida também a política de investimento em inovação.",1.0,2351766
2351773-3,2023-04-26,2023-04-26T13:27:54,CE,REQ 13/2023 CE,"Aprovado por acordo unânime, em conjunto com os Requerimentos 1, 15, 17, 22, 52 e 57, de 2023, na forma da Subcomissão Permanente para acompanhar o Novo Ensino Médio.",1.0,2351773
2351772-2,2023-03-22,2023-03-22T11:19:30,CE,REQ 12/2023 CE,"Aprovado na forma de Seminário, em conjunto com os Requerimentos 2, 4, 14, 18, 19 e 26, de 2023. Subscreveu o Deputado Prof. Reginaldo Veras.",1.0,2351772
2351751-2,2023-03-22,2023-03-22T10:59:58,CVT,REQ 7/2023 CVT,Aprovado. Subscrito pelo deputado Maurício Neves.,1.0,2351751
2351753-3,2023-03-29,2023-03-29T11:13:53,CFFC,,Aprovado.,1.0,2351753
2351786-2,2023-03-29,2023-03-29T15:51:43,CPASF,REQ 3/2023,"Aprovado. Subscrito pelas Deputadas Ana Paula Lima, Andreia Siqueira, Reginete Bispo, Meire Serafim, Juliana Cardoso e Rogéria Santos.",1.0,2351786
2351758-2,2023-03-22,2023-03-22T13:39:21,CCULT,REQ 5/2023 CCULT,Aprovado.,1.0,2351758
2351755-3,2023-03-29,2023-03-29T11:55:37,CE,REQ 10/2023 CE,Aprovado.,1.0,2351755
2360625-2,2023-05-10,2023-05-10T10:42:07,CTRAB,REQ 27/2023 CTRAB,Aprovado.,1.0,2351714
2354537-3,2023-04-26,2023-04-26T10:37:03,CTRAB,REQ 15/2023 CTRAB,Aprovado.,1.0,2351714
2351714-2,2023-03-22,2023-03-22T11:41:23,CTRAB,,Aprovado. Os Deputados Alexandre Lindenmeyer e Leonardo Monteiro subscreveram o requerimento.,1.0,2351714
2379039-3,2023-08-16,2023-08-16T10:15:25,CMADS,REQ 90/2023 CMADS,Aprovado. Subscrito pelo Deputado Nilto Tatto,1.0,2351789
2351789-2,2023-03-29,2023-03-29T10:26:40,CMADS,,"Aprovado, com alterações. Subscrito pelo Dep. Nilto Tatto e Dep. Marcelo Queiroz. Sugestão de inclusão, pelo Dep.  Ivan Valente, de representante da Secretaria de Mudanças Climáticas do Ministério do Meio Ambiente, do Observatório do Clima, do Grupo Carta de Belém; e sugestão de inclusão, pelos Dep. José Priante e Coronel Chrisóstomo, dos Secretários de Meio Ambiente dos Estados.",1.0,2351789
2351790-2,2023-03-29,2023-03-29T10:26:41,CMADS,REQ 2/2023 CMADS,"Aprovado, com alterações. Subscrito pelos Dep. Nilto Tatto, Ivan Valente e Dep. Marcelo Queiroz. Sugestão de inclusão,  pelo Dep. Marcelo Queiroz, de  representante da Associação Brasileira das Indústrias de Pescados (Abipesca), do Coletivo Nacional de Pesca e Aquicultura (Conepe), do Ministério da Pesca, Sindicato dos Armadores, pesquisador Bernardo Egas; sugestão de inclusão, pelo Dep. Zé Trovão, de representante da Indústria da Pesca de Itajaí e Região (Sindipi), do Sindicato dos Trabalhadores da Indústria de Pesca de Santa Catarina (Sitrapesca), da Associação dos Municípios da Foz do Rio Itajaí (Amfri), da Secretaria da Agricultura e da Pesca e do Desenvolvimento Rural de Santa Catarina e da Colônia de Pescadores Z5 Armação de Itapocoroy de Santa Catarina.",1.0,2351790
2351794-4,2023-06-20,2023-06-20T17:20:36,CSPCCO,,"Aprovado. Subscrito pelos Deputados Sargento Fahur, Sargento Gonçalves, Coronel Ulysses, Delegado Palumbo, Delegado Da Cunha, Jones Moura, Delegada Ione, Delegado Paulo Bilynskyj e Gilvan da Federal.",1.0,2351794
2351802-3,2023-03-21,2023-03-21T15:14:51,CPOVOS,REQ 1/2023 CPOVOS,"Aprovado, com subscrição da Dep. Juliana Cardoso (PT/SP)",1.0,2351802
2351806-4,2023-04-11,2023-04-11T14:56:05,CCJC,,"Aprovado, com a subscrição dos Deputados Julia Zanatta, José Nelto, Robinson Faria e Cobalchini.",1.0,2351806
2351745-37,2024-08-14,2024-08-14T11:18:43,CFT,,Aprovado o Parecer.,1.0,2351745
2351745-21,2023-06-20,2023-06-20T16:36:46,CPD,,Aprovado o Parecer.,1.0,2351745
2351807-9,2023-10-18,2023-10-18T17:50:25,PLEN,REQ 735/2023,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",1.0,2351807
2351788-3,2023-03-22,2023-03-22T14:50:07,CMULHER,,Aprovado.,1.0,2351788
2351810-2,2023-03-22,2023-03-22T11:08:31,CFFC,,"Subscrito pelo deputado Aureo Ribeiro. 
Aprovado transformado em convite.",1.0,2351810
2351815-2,2023-03-22,2023-03-22T11:12:20,CFFC,,"Subscrito pelo deputado Aureo Ribeiro. 
Aprovado transformado em convite apenas ao Sr. João Fukunaga, presidente da PREVI.",1.0,2351815
2351816-2,2023-03-22,2023-03-22T11:13:42,CFFC,,"Subscrito pelos deputados Aureo Ribeiro, Kim Kataguiri, Junio Amaral. 
Aprovado transformado em convite ao ministro.",1.0,2351816
2351818-2,2023-03-22,2023-03-22T11:15:41,CFFC,,"Subscrito pelos deputados Kim Kataguiri, Aureo Ribeiro e Nikolas Ferreira.  Aprovado transformado em convite, com data provável em 5 de maio.",1.0,2351818
2351805-2,2023-03-29,2023-03-29T11:20:19,CSAUDE,REQ 11/2023 CSAUDE,"Aprovado. Subscrito pelos Deputados Paulo Foletto, Abilio Brunini, Dorinaldo Malafaia, Ana Pimentel, Daniel Soranz e Jorge Solla.",1.0,2351805
2351814-3,2023-03-22,2023-03-22T11:11:00,CFFC,,"Subscrito pelo deputado Aureo Ribeiro. 
Aprovado transformado em convite com data provável de 26/04.",1.0,2351814
2351784-2,2023-03-29,2023-03-29T15:44:02,CPASF,REQ 1/2023,"Aprovado. Subscrito pelos Deputados Juliana Cardoso,  Ana Paula Lima, Meire Serafim, Andreia Siqueira, Reginete Bispo, Rogéria Santos e Filipe Martins.",1.0,2351784
2351817-2,2023-03-29,2023-03-29T10:45:18,CFFC,,"Aprovado, transformado em convite, subscrito pelos Deputados Aureo Ribeiro, Jorge Solla e Gilson Daniel.",1.0,2351817
2351796-2,2023-03-22,2023-03-22T15:06:04,CCOM,REQ 8/2023 CCOM,Aprovado.,1.0,2351796
2351846-3,2023-04-11,2023-04-11T15:39:44,CEXMABRU,REQ 25/2023 CEXMABRU,Aprovado.,1.0,2351846
2351828-2,2023-03-22,2023-03-22T12:08:09,CFT,REQ 5/2023 CFT,Aprovado,1.0,2351828
2351785-2,2023-03-29,2023-03-29T15:48:54,CPASF,REQ 2/2023,"Aprovado.  Subscrito pelos Deputados Chris Tonietto, Juliana Cardoso, Tadeu Veneri, Meire Serafim, Clarissa Tércio, Andreia Siqueira, Ana Paula Lima, Reginete Bispo, Rogéria Santos e Filipe Martins.",1.0,2351785
2351850-2,2023-03-22,2023-03-22T11:21:34,CME,REQ 8/2023 CME,Aprovado.,1.0,2351850
2351795-2,2023-03-22,2023-03-22T15:03:51,CCOM,REQ 7/2023 CCOM,Aprovado.,1.0,2351795
2351858-70,2024-11-13,2024-11-13T15:32:13,CCJC,,Aprovada a Redação Final.,1.0,2351858
2351858-52,2024-08-28,2024-08-28T13:25:09,CCJC,,Aprovado o Parecer com Complementação de Voto.,1.0,2351858
2351858-41,2024-08-13,2024-08-13T17:31:27,CCJC,,"Rejeitado o Requerimento de Retirada de Pauta. Resultado:  16 votos ""Sim"", 22 votos ""Não"". Quórum de votação: 38 votos.",0.0,2351858
2351858-22,2023-09-12,2023-09-12T18:37:16,CSPCCO,,"Aprovado o Parecer, com o voto contrário do Deputado Ismael Alexandrino.",1.0,2351858
2351862-50,2024-11-19,2024-11-19T11:19:07,CAPADR,,Aprovado o Parecer.,1.0,2351862
2351862-33,2024-06-04,2024-06-04T14:51:10,CICS,,Aprovado o Parecer.,1.0,2351862
2351808-2,2023-03-29,2023-03-29T10:44:56,CFFC,,"Aprovado, transformado em convite., subscrito pelos Deputados Aureo Ribeiro, Daniel Trzeciak, Jorge Solla e Gilson Daniel.",1.0,2351808
2351843-20,2024-12-09,2024-12-09T19:11:32,PLEN,PL 1222/2023,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3781/2021, por ter sido aprovado o REQ 556/2022 que está apensado ao primeiro.",1.0,2351843
2351843-19,2024-12-09,2024-12-09T19:11:23,PLEN,PL 1222/2023,"Aprovado o requerimento nº 556/2022,do Sr. Capitão Alberto Neto, que solicita urgência (art. 155) para o PL 3781/2021.",1.0,2351843
2351860-53,2023-12-20,2023-12-20T10:52:42,CCJC,,Aprovada a Redação Final.,1.0,2351860
2351860-38,2023-11-23,2023-11-23T11:17:43,CCJC,,Aprovado o Parecer.,1.0,2351860
2351860-23,2023-08-02,2023-08-02T15:14:08,CCULT,,Aprovado o Parecer.,1.0,2351860
2351849-2,2023-03-22,2023-03-22T11:18:35,CME,REQ 7/2023 CME,Aprovado.,1.0,2351849
2351876-2,2023-03-22,2023-03-22T14:03:40,CCJC,REQ 3/2023 CCJC,"Aprovado, transformando a convocação em convite.",1.0,2351876
2351880-3,2023-04-26,2023-04-26T13:28:41,CE,REQ 15/2023 CE,"Aprovado por acordo unânime, em conjunto com os Requerimentos 1, 13, 17, 22, 52 e 57, de 2023, na forma da Subcomissão Permanente para acompanhar o Novo Ensino Médio.",1.0,2351880
2351882-30,2024-06-12,2024-06-12T10:25:06,CMADS,,Aprovado o Parecer.,1.0,2351882
2351887-3,2023-04-26,2023-04-26T13:30:57,CE,REQ 17/2023 CE,"Aprovado por acordo unânime, em conjunto com os Requerimentos 1, 13, 15, 22, 52 e 57, de 2023, na forma da Subcomissão Permanente para acompanhar o Novo Ensino Médio.",1.0,2351887
2351868-2,2023-03-22,2023-03-22T10:36:49,CAPADR,REQ 6/2023 CAPADR,Aprovado.,1.0,2351868
2351866-2,2023-03-22,2023-03-22T10:30:19,CAPADR,REQ 4/2023 CAPADR,Aprovado com a subscrição dos Deputados Domingos Sávio e Samuel Viana.,1.0,2351866
2351888-3,2023-04-11,2023-04-11T15:40:34,CEXMABRU,REQ 27/2023 CEXMABRU,Aprovado.,1.0,2351888
2351890-2,2023-03-22,2023-03-22T11:20:06,CE,REQ 18/2023 CE,"Aprovado, com o voto contrário do Deputado Glauber Braga, na forma de Seminário, em conjunto com os Requerimentos 2, 4, 12, 14, 19 e 26, de 2023. Subscreveu a Deputada Meire Serafim.",1.0,2351890
2351892-2,2023-03-29,2023-03-29T10:27:21,CMADS,REQ 5/2023 CMADS,"Aprovado, com aditamento. Subscrito pelo Dep. Marcelo Queiroz. Sugestão de inclusão, pelo Dep. Nilto Titto, da Senadora Leila Barros, presidente da Comissão de Meio Ambiente do Senado Federal.",1.0,2351892
2351847-3,2023-04-11,2023-04-11T15:40:20,CEXMABRU,REQ 26/2023 CEXMABRU,Aprovado.,1.0,2351847
2351895-2,2023-04-19,2023-04-19T10:34:52,CFFC,,"Aprovado, com voto contrário do Deputado Junior Amaral e com subscrição do Deputado Aureo Ribeiro.",1.0,2351895
2351877-5,2023-04-19,2023-04-19T10:35:10,CME,REQ 10/2023 CME,"Atendido, mediante a criação da Subcomissão Permanente de Mineração.",1.0,2351877
2357760-2,2023-04-26,2023-04-26T10:02:46,CMADS,REQ 32/2023 CMADS,Aprovado.,1.0,2351891
2351891-4,2023-03-29,2023-03-29T10:42:18,CMADS,,"Aprovado, com alterações. Subscrito pelo Dep. Marcelo Queiroz. Sugestão de inclusão, pelo Dep.David Soares, de convidado da Agência Nacional de Mineração; sugestão de inclusão, pelo Dep. Ivan Valente, da Articulação dos Povos Indígenas do Brasil (Apib) e sugestão a ser  encaminhada pelo Dep. Coronel Chrisóstomo.",1.0,2351891
2351891-3,2023-03-29,2023-03-29T10:40:11,CMADS,,Rejeitado o Requerimento de Retirada de Pauta.,0.0,2351891
2351878-2,2023-03-22,2023-03-22T11:19:46,CE,REQ 14/2023 CE,"Aprovado na forma de Seminário, em conjunto com os Requerimentos 2, 4, 12, 18, 19 e 26, de 2023. Subscreveu o Deputado Tarcísio Motta.",1.0,2351878
2351873-19,2024-12-09,2024-12-09T19:37:11,PLEN,PL 1233/2023,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 4997/2019, por ter sido aprovado o REQ 4820/2024 que está apensado ao primeiro.",1.0,2351873
2351873-18,2024-12-09,2024-12-09T19:37:10,PLEN,PL 1233/2023,"Aprovado o requerimento nº 4820/2024,do Sr. Elmar Nascimento, que solicita urgência (art. 155) para o PL 4997/2019.",1.0,2351873
2351889-2,2023-03-29,2023-03-29T10:26:42,CMADS,REQ 3/2023 CMADS,"Aprovado, com alterações.  Subscrito pelo Dep. Marcelo Queiroz. Inclusão pelo autor, da convidada Roberta del Giudice, do Observatório do Código Florestal.",1.0,2351889
2351869-3,2023-03-22,2023-03-22T10:58:24,CAPADR,REQ 7/2023 CAPADR,Aprovado com a subscrição da Deputada Daniela Reinehr e com as manifestações contrárias dos Deputados Josias Gomes e Valmir Assunção.,1.0,2351869
2351851-2,2023-03-22,2023-03-22T11:21:45,CME,REQ 9/2023 CME,"Aprovado. Aditado para inclusão, na lista de convidados, de representantes do CONFEA e da Secretaria de Economia Verde do Ministério da Indústria e do Comércio, por solicitação do Autor.",1.0,2351851
2351921-3,2023-03-21,2023-03-21T15:31:40,CPOVOS,REQ 4/2023 CPOVOS,"Aprovado, com subscrição da Deputada Professora Goreth (PDT/AP)",1.0,2351921
2359693-2,2023-05-09,2023-05-09T14:40:24,CPOVOS,REQ 24/2023 CPOVOS,Aprovado. Subscrito pela Dep. Dilvanda Faro (PT/PA),1.0,2351920
2351920-2,2023-03-21,2023-03-21T15:24:31,CPOVOS,,Aprovado.,1.0,2351920
2354116-3,2023-05-02,2023-05-02T14:35:24,CPOVOS,REQ 15/2023 CPOVOS,Aprovado. Subscrito pelo Dep. Silas Câmara (Republicanos/AM),1.0,2351922
2351922-4,2023-03-28,2023-03-28T15:00:56,CPOVOS,,"Aprovado.
Subscreveram os Dep. Josenildo (PDT/AP) e Defensor Stélio Dener (Republicanos/RR).
Fizeram uso da palavra a Dep. Silvia Waiãpi (PL/AP) e Airton Faleiro (PT/PA).",1.0,2351922
2351925-2,2023-03-21,2023-03-21T15:27:10,GTSTN,REQ 44/2023 GTSTN,Aprovado.,1.0,2351925
2351903-4,2023-03-22,2023-03-22T11:55:06,CCJC,REQ 4/2023 CCJC,Aprovado.,1.0,2351903
2351886-2,2023-03-22,2023-03-22T11:29:39,CE,REQ 16/2023 CE,"Aprovado na forma de convite, em conjunto com os Requerimentos 3, 20 e 27, de 2023. Subscreveram os Deputados Idilvan Alencar, Cristiane Lopes e Natália Bonavides.",1.0,2351886
2351923-2,2023-03-22,2023-03-22T11:09:42,CREDN,REQ 9/2023 CREDN,"Subscreveram o Requerimento os Deputados General Girão (PL/RN), José Rocha (UNIÃO/BA), Márcio Marinho (REPUBLICANOS/BA) e Rodrigo Valadares (UNIÃO/SE).  Aprovado o Requerimento.",1.0,2351923
2351937-2,2023-03-22,2023-03-22T11:29:54,CE,REQ 20/2023 CE,"Aprovado na forma de convite, em conjunto com os Requerimentos 3, 16 e 27, de 2023. Subscreveram as Deputadas Cristiane Lopes, Franciane Bayer e Natália Bonavides.",1.0,2351937
2351924-2,2023-03-21,2023-03-21T15:26:59,GTSTN,REQ 43/2023 GTSTN,Aprovado.,1.0,2351924
2351946-3,2023-05-17,2023-05-17T10:52:33,CSAUDE,REQ 12/2023 CSAUDE,"Aprovado. Subscrito pela Deputada Flávia Morais e pelos Deputados Marx Beltrão, Filipe Martins, Diego Garcia, Léo Prates, Dr. Fernando Máximo, Rafael Simões e Abilio Brunini.",1.0,2351946
2351950-3,2023-04-26,2023-04-26T13:31:21,CE,REQ 22/2023 CE,"Aprovado por acordo unânime, em conjunto com os Requerimentos 1, 13, 15, 17, 52 e 57, de 2023, na forma da Subcomissão Permanente para acompanhar o Novo Ensino Médio.",1.0,2351950
2351949-3,2023-03-29,2023-03-29T11:55:43,CE,REQ 21/2023 CE,Aprovado. Subscreveu a Deputada Franciane Bayer.,1.0,2351949
2351932-68,2024-08-13,2024-08-13T15:34:28,CCJC,,Aprovada a Redação Final.,1.0,2351932
2351932-53,2024-06-25,2024-06-25T15:40:17,CCJC,,Aprovado o Parecer.,1.0,2351932
2351932-26,2023-12-13,2023-12-13T12:39:33,CSAUDE,,Aprovado o Parecer com Complementação de Voto.,1.0,2351932
2401074-2,2023-11-21,2023-11-21T15:14:33,CSAUDE,REQ 285/2023 CSAUDE,"Aprovado. Subscrito pela Deputada Adriana Ventura. Aprovada a inclusão de representantes do Conselho Federal de Medicina (CFM) e da Associação Médica Brasileira (AMB), a requerimento do Deputado Ismael Alexandrino.",1.0,2351932
2351954-2,2023-03-22,2023-03-22T15:51:55,GTSTN,REQ 45/2023 GTSTN,"Aprovado, com a inclusão dos seguintes convidados: Antônio Bento Moreira Leite, presidente da ABF - Associação Brasileira de Franchising (Dep. Sidney Leite); três representantes indicados pela Confederação da Agricultura e Pecuária do Brasil (CNA); três representantes indicados pela Confederação Nacional da Indústria (CNI); Edson Domingues, Doutor em Economia pela USP, professor na UFMG; três representantes da Confederação Nacional de Bens, Serviços e Turismo (CNC);Confederação Nacional das Instituições Financeiras (CNF); Confederação Nacional das Seguradoras (CNSeg); Marcos Pinto, Secretário Especial de Reformas Econômicas dos Ministério da Fazenda e José Augusto de Castro, Presidente da Associação de Comércio Exterior do Brasil ( Dep. Newton Cardoso Jr).",1.0,2351954
2351919-3,2023-03-21,2023-03-21T15:20:46,CPOVOS,REQ 2/2023 CPOVOS,"Aprovado, com subscrição das Deputadas Dilvanda Faro (PT/PA) e Juliana Cardoso (PT/SP)",1.0,2351919
2351951-2,2023-03-29,2023-03-29T15:21:42,CSAUDE,REQ 13/2023 CSAUDE,"Aprovado. Subscrito pelos Deputados Geraldo Resende, Paulo Foletto, Marx Beltrão, Clodoaldo Magalhães, Célio Silveira, Ana Pimentel, Rafael Simões, Ismael Alexandrino, Daniel Soranz, Eduardo Velloso, Abilio Brunini, Jorge Solla, Dr. Fernando Máximo, Dr. Frederico e Beto Preto.",1.0,2351951
2351934-2,2023-03-29,2023-03-29T10:27:22,CMADS,REQ 6/2023 CMADS,"Aprovado, com alterações. Subscrito pelo Dep. Nilto Tatto e Dep. Marcelo Queiroz. Inclusão pelo autor, da convidada Márcia Vanuza da Silva, da Universidade Federal de Pernambuco e da Maria Auxiliadora Coelho, da Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA); e sugestão de inclusão, pelo Dep. Nilto Tatto, de representante da EMBRAPA.",1.0,2351934
2351933-2,2023-03-22,2023-03-22T11:20:38,CE,REQ 19/2023 CE,"Aprovado, com o voto contrário do Deputado Glauber Braga, na forma de Seminário, em conjunto com os Requerimentos 2, 4, 12, 14, 18 e 26, de 2023. Subscreveram as Deputadas Franciane Bayer e Natália Bonavides.",1.0,2351933
2351961-5,2023-04-19,2023-04-19T10:37:31,CME,REQ 11/2023 CME,Aprovado. Unificado ao Requerimento nº 49/2023-CME.,1.0,2351961
2351962-2,2023-03-22,2023-03-22T11:19:42,CVT,REQ 10/2023 CVT,Aprovado. Subscrito pelo deputado Maurício Neves.,1.0,2351962
2351940-2,2023-04-12,2023-04-12T10:28:44,CMADS,REQ 7/2023 CMADS,"Aprovado, na forma de Subcomissão Permanente de Mudanças Climáticas, Desmatamento e Queimadas, por acordo",1.0,2351940
2351965-42,2024-04-24,2024-04-24T17:52:28,CDC,,Rejeitado o Requerimento de Retirada de Pauta.,0.0,2351965
2351965-41,2024-04-24,2024-04-24T17:48:25,CDC,,"Rejeitado, em votação simbólica, o Requerimento de Votação Nominal da Retirada de Pauta.",0.0,2351965
2351965-40,2024-04-24,2024-04-24T17:46:16,CDC,,"Verificação de Votação do Requerimento para Votação Nominal da Retirada de Pauta, solicitada pelo Deputado Gilson Marques.",0.0,2351965
2351965-39,2024-04-24,2024-04-24T16:28:33,CDC,,Aprovado o Parecer com Complementação de Voto.,1.0,2351965
2351965-34,2024-04-24,2024-04-24T16:13:16,CDC,,"Rejeitado, em votação nominal, o Requerimento de Votação Nominal da Retirada de Pauta. Resultado: 13 votos ""Não"". Quórum de votação: 13 votos.",0.0,2351965
2351942-28,2024-11-13,2024-11-13T10:57:04,CVT,,Aprovado o Parecer.,1.0,2351942
2351935-23,2023-12-20,2023-12-20T12:20:15,CAPADR,,Aprovado o Parecer.,1.0,2351935
2351973-2,2023-03-22,2023-03-22T11:39:56,CVT,REQ 12/2023 CVT,Aprovado. Subscrito pelo deputado Maurício Neves.,1.0,2351973
2351957-3,2023-04-26,2023-04-26T13:34:20,CE,REQ 24/2023 CE,"Aprovado por acordo unânime, em conjunto com os Requerimentos 63 e 70, de 2023, na forma da Subcomissão Permanente para acompanhar políticas de educação inclusiva e ações afirmativas.",1.0,2351957
2351958-2,2023-03-22,2023-03-22T11:55:25,CE,REQ 25/2023 CE,"Aprovado. Subscreveram os Deputados Sargento Gonçalves, Franciane Bayer, Diego Garcia, Alice Portugal, Socorro Neri, Cristiane Lopes, Leda Borges, Sargento Gonçalves, Dandara, Idilvan Alencar e Tarcísio Motta.",1.0,2351958
2351952-2,2023-03-22,2023-03-22T14:58:54,CDHMIR,,"Aprovado. Subscrito pelos Deputados Benedita da Silva, Daiana Santos, Jack Rocha, Miguel Ângelo, Messias Donato, Reginete Bispo e Sâmia Bomfim. Alterado para acrescentar as cidades de Itumbiara-MG e Rio Pomba-MG, a pedido dos Deputados Glaustin Fokus e Padre João. Incluído convite ao Procurador Geral do Trabalho e aos trabalhadores resgatados na carvoaria em Canrandai/MG, por sugestão do Deputado Miguel Ângelo.",1.0,2351952
2351983-2,2023-03-29,2023-03-29T11:21:11,CSAUDE,REQ 15/2023 CSAUDE,"Aprovado. Subscrito pelos Deputados Abilio Brunini, Daniel Soranz e Jorge Solla.",1.0,2351983
2351985-2,2023-03-22,2023-03-22T11:28:26,CME,REQ 13/2023 CME,Aprovado.,1.0,2351985
2360601-3,2023-05-24,2023-05-24T15:12:06,CDHMIR,REQ 82/2023 CDHMIR,Aprovado.,1.0,2351984
2351984-2,2023-03-22,2023-03-22T14:58:55,CDHMIR,,"Aprovado. Subscrito pelos Deputados Benedita da Silva, Daiana Santos, Gilvan da Federal, Hélio Lopes, Jack Rocha, Messias Donato, Reginete Bispo e Sâmia Bomfim.",1.0,2351984
2355283-2,2023-04-12,2023-04-12T11:26:27,CSAUDE,REQ 70/2023 CSAUDE,Aprovado. Subscrito pelos Deputados Jorge Solla e Dimas Gadelha.,1.0,2351988
2351988-2,2023-03-29,2023-03-29T11:21:30,CSAUDE,,"Aprovado. Subscrito pelos Deputados Roberto Monteiro, Abilio Brunini, Dimas Gadelha, Daniel Soranz e Jorge Solla.",1.0,2351988
2351986-3,2023-03-22,2023-03-22T14:08:25,CESPO,REQ 4/2023 CESPO,Aprovado.,1.0,2351986
2351966-2,2023-03-29,2023-03-29T10:27:22,CMADS,REQ 9/2023 CMADS,"Aprovado, em conjunto com os requerimentos 10, 12 e 14. Subscrito pelo Dep. Marcelo Queiroz e Dep. David Soares",1.0,2351966
2351989-2,2023-03-29,2023-03-29T11:02:18,CFFC,REQ 27/2023 CFFC,"Aprovado, subscrito pelos Dep. Aureo Ribeiro.",1.0,2351989
2351987-3,2023-03-22,2023-03-22T14:53:28,CMULHER,,Aprovado com alteração. Alteração: transformado em convite.,1.0,2351987
2354878-2,2023-04-12,2023-04-12T11:25:26,CSAUDE,REQ 63/2023 CSAUDE,"Aprovado. Subscrito pelos Deputados Dr. Fernando Máximo, Dr. Frederico, Daniel Soranz, Beto Preto e Roberto Monteiro.",1.0,2351994
2351994-2,2023-03-29,2023-03-29T11:21:48,CSAUDE,,"Aprovado. Subscrito pelos Deputados Dr. Frederico, Abilio Brunini, Daniel Soranz e Jorge Solla. Aprovada a inclusão do senhor Mário Ernesto Rodrigues, diretor médico da Clínica Renal Care, apresentada pelo Deputado Dr. Zacharias Calil.",1.0,2351994
