codTema,tema,relevancia,id_proposicao
72,Homenagens e Datas Comemorativas,0,2349768
44,Direitos Humanos e Minorias,0,2349767
42,Direito Civil e Processual Civil,0,2349778
74,"Política, Partidos e Eleições",0,2349769
53,Processo Legislativo e Atuação Parlamentar,0,2349769
37,Comunicações,0,2349771
43,Direito Penal e Processual Penal,0,2349771
44,Direitos Humanos e Minorias,0,2349771
46,Educação,0,2349771
64,"Agricultura, Pecuária, Pesca e Extrativismo",0,2349786
51,Estrutura Fundiária,0,2349786
70,Finanças Públicas e Orçamento,0,2349786
40,Economia,0,2349774
70,Finanças Públicas e Orçamento,0,2349774
66,"Indústria, Comércio e Serviços",0,2349774
57,Defesa e Segurança,0,2349790
46,Educação,0,2349790
34,Administração Pública,0,2349787
57,Defesa e Segurança,0,2349787
58,Trabalho e Emprego,0,2349787
44,Direitos Humanos e Minorias,0,2349783
56,Saúde,0,2349783
40,Economia,0,2349792
70,Finanças Públicas e Orçamento,0,2349792
66,"Indústria, Comércio e Serviços",0,2349792
57,Defesa e Segurança,0,2349804
44,Direitos Humanos e Minorias,0,2349804
52,Previdência e Assistência Social,0,2349804
34,Administração Pública,0,2349789
61,"Viação, Transporte e Mobilidade",0,2349789
57,Defesa e Segurança,0,2349819
67,Direito e Defesa do Consumidor,0,2349819
44,Direitos Humanos e Minorias,0,2349819
66,"Indústria, Comércio e Serviços",0,2349819
40,Economia,0,2349806
54,"Energia, Recursos Hídricos e Minerais",0,2349806
44,Direitos Humanos e Minorias,0,2349818
56,Saúde,0,2349818
67,Direito e Defesa do Consumidor,0,2349809
54,"Energia, Recursos Hídricos e Minerais",0,2349809
66,"Indústria, Comércio e Serviços",0,2349809
34,Administração Pública,0,2349817
44,Direitos Humanos e Minorias,0,2349817
61,"Viação, Transporte e Mobilidade",0,2349817
57,Defesa e Segurança,0,2349820
48,Meio Ambiente e Desenvolvimento Sustentável,0,2349820
44,Direitos Humanos e Minorias,0,2349830
46,Educação,0,2349830
61,"Viação, Transporte e Mobilidade",0,2349821
43,Direito Penal e Processual Penal,0,2349834
34,Administração Pública,0,2349823
44,Direitos Humanos e Minorias,0,2349839
72,Homenagens e Datas Comemorativas,0,2349839
44,Direitos Humanos e Minorias,0,2349824
46,Educação,0,2349824
56,Saúde,0,2349824
42,Direito Civil e Processual Civil,0,2349825
48,Meio Ambiente e Desenvolvimento Sustentável,0,2349825
37,Comunicações,0,2349843
40,Economia,0,2349831
70,Finanças Públicas e Orçamento,0,2349831
58,Trabalho e Emprego,0,2349831
34,Administração Pública,0,2349845
43,Direito Penal e Processual Penal,0,2349845
70,Finanças Públicas e Orçamento,0,2349845
64,"Agricultura, Pecuária, Pesca e Extrativismo",0,2349844
51,Estrutura Fundiária,0,2349844
70,Finanças Públicas e Orçamento,0,2349844
70,Finanças Públicas e Orçamento,0,2349849
66,"Indústria, Comércio e Serviços",0,2349849
41,Cidades e Desenvolvimento Urbano,0,2349848
56,Saúde,0,2349840
34,Administração Pública,0,2349854
57,Defesa e Segurança,0,2349854
48,Meio Ambiente e Desenvolvimento Sustentável,0,2349855
34,Administração Pública,0,2349841
54,"Energia, Recursos Hídricos e Minerais",0,2349841
34,Administração Pública,0,2349852
57,Defesa e Segurança,0,2349852
46,Educação,0,2349858
70,Finanças Públicas e Orçamento,0,2349842
58,Trabalho e Emprego,0,2349842
43,Direito Penal e Processual Penal,0,2349861
48,Meio Ambiente e Desenvolvimento Sustentável,0,2349861
34,Administração Pública,0,2349846
54,"Energia, Recursos Hídricos e Minerais",0,2349846
48,Meio Ambiente e Desenvolvimento Sustentável,0,2349863
56,Saúde,0,2349847
43,Direito Penal e Processual Penal,0,2349867
44,Direitos Humanos e Minorias,0,2349867
42,Direito Civil e Processual Civil,0,2349860
48,Meio Ambiente e Desenvolvimento Sustentável,0,2349860
46,Educação,0,2349866
48,Meio Ambiente e Desenvolvimento Sustentável,0,2349866
34,Administração Pública,0,2349851
74,"Política, Partidos e Eleições",0,2349851
46,Educação,0,2349864
48,Meio Ambiente e Desenvolvimento Sustentável,0,2349864
48,Meio Ambiente e Desenvolvimento Sustentável,0,2349857
40,Economia,0,2349871
54,"Energia, Recursos Hídricos e Minerais",0,2349871
48,Meio Ambiente e Desenvolvimento Sustentável,0,2349865
61,"Viação, Transporte e Mobilidade",0,2349865
58,Trabalho e Emprego,0,2349873
34,Administração Pública,0,2349877
35,"Arte, Cultura e Religião",0,2349877
39,Esporte e Lazer,0,2349877
44,Direitos Humanos e Minorias,0,2349869
70,Finanças Públicas e Orçamento,0,2349869
61,"Viação, Transporte e Mobilidade",0,2349869
46,Educação,0,2349884
70,Finanças Públicas e Orçamento,0,2349884
43,Direito Penal e Processual Penal,0,2349880
48,Meio Ambiente e Desenvolvimento Sustentável,0,2349880
58,Trabalho e Emprego,0,2349870
34,Administração Pública,0,2349883
56,Saúde,0,2349883
43,Direito Penal e Processual Penal,0,2349874
34,Administração Pública,0,2349886
46,Educação,0,2349886
70,Finanças Públicas e Orçamento,0,2349886
64,"Agricultura, Pecuária, Pesca e Extrativismo",0,2349876
67,Direito e Defesa do Consumidor,0,2349876
66,"Indústria, Comércio e Serviços",0,2349876
57,Defesa e Segurança,0,2349888
44,Direitos Humanos e Minorias,0,2349888
46,Educação,0,2349888
72,Homenagens e Datas Comemorativas,0,2349895
66,"Indústria, Comércio e Serviços",0,2349895
52,Previdência e Assistência Social,0,2349878
43,Direito Penal e Processual Penal,0,2349897
51,Estrutura Fundiária,0,2349897
34,Administração Pública,0,2349889
40,Economia,0,2349889
54,"Energia, Recursos Hídricos e Minerais",0,2349889
64,"Agricultura, Pecuária, Pesca e Extrativismo",0,2349879
44,Direitos Humanos e Minorias,0,2349879
40,Economia,0,2349879
51,Estrutura Fundiária,0,2349879
48,Meio Ambiente e Desenvolvimento Sustentável,0,2349879
64,"Agricultura, Pecuária, Pesca e Extrativismo",0,2349891
54,"Energia, Recursos Hídricos e Minerais",0,2349891
48,Meio Ambiente e Desenvolvimento Sustentável,0,2349891
34,Administração Pública,0,2349881
41,Cidades e Desenvolvimento Urbano,0,2349881
57,Defesa e Segurança,0,2349881
70,Finanças Públicas e Orçamento,0,2349881
54,"Energia, Recursos Hídricos e Minerais",0,2349900
70,Finanças Públicas e Orçamento,0,2349900
34,Administração Pública,0,2349882
42,Direito Civil e Processual Civil,0,2349882
51,Estrutura Fundiária,0,2349882
48,Meio Ambiente e Desenvolvimento Sustentável,0,2349882
54,"Energia, Recursos Hídricos e Minerais",0,2349899
34,Administração Pública,0,2349885
40,Economia,0,2349885
54,"Energia, Recursos Hídricos e Minerais",0,2349885
70,Finanças Públicas e Orçamento,0,2349902
61,"Viação, Transporte e Mobilidade",0,2349902
57,Defesa e Segurança,0,2349890
70,Finanças Públicas e Orçamento,0,2349890
43,Direito Penal e Processual Penal,0,2349910
70,Finanças Públicas e Orçamento,0,2349904
66,"Indústria, Comércio e Serviços",0,2349904
61,"Viação, Transporte e Mobilidade",0,2349904
34,Administração Pública,0,2349896
43,Direito Penal e Processual Penal,0,2349896
43,Direito Penal e Processual Penal,0,2349911
34,Administração Pública,0,2349907
42,Direito Civil e Processual Civil,0,2349907
70,Finanças Públicas e Orçamento,0,2349898
57,Defesa e Segurança,0,2349915
44,Direitos Humanos e Minorias,0,2349915
72,Homenagens e Datas Comemorativas,0,2349908
42,Direito Civil e Processual Civil,0,2349901
48,Meio Ambiente e Desenvolvimento Sustentável,0,2349925
61,"Viação, Transporte e Mobilidade",0,2349925
57,Defesa e Segurança,0,2349914
44,Direitos Humanos e Minorias,0,2349914
70,Finanças Públicas e Orçamento,0,2349903
61,"Viação, Transporte e Mobilidade",0,2349903
61,"Viação, Transporte e Mobilidade",0,2349930
54,"Energia, Recursos Hídricos e Minerais",0,2349905
70,Finanças Públicas e Orçamento,0,2349905
44,Direitos Humanos e Minorias,0,2349929
43,Direito Penal e Processual Penal,0,2349912
44,Direitos Humanos e Minorias,0,2349912
34,Administração Pública,0,2349932
57,Defesa e Segurança,0,2349932
57,Defesa e Segurança,0,2349913
44,Direitos Humanos e Minorias,0,2349913
44,Direitos Humanos e Minorias,0,2349946
66,"Indústria, Comércio e Serviços",0,2349946
44,Direitos Humanos e Minorias,0,2349916
46,Educação,0,2349916
61,"Viação, Transporte e Mobilidade",0,2349928
66,"Indústria, Comércio e Serviços",0,2349931
56,Saúde,0,2349931
44,Direitos Humanos e Minorias,0,2349947
52,Previdência e Assistência Social,0,2349947
70,Finanças Públicas e Orçamento,0,2349956
42,Direito Civil e Processual Civil,0,2349963
70,Finanças Públicas e Orçamento,0,2349957
44,Direitos Humanos e Minorias,0,2349974
55,Relações Internacionais e Comércio Exterior,0,2349974
34,Administração Pública,0,2349955
54,"Energia, Recursos Hídricos e Minerais",0,2349955
72,Homenagens e Datas Comemorativas,0,2349958
53,Processo Legislativo e Atuação Parlamentar,0,2349958
46,Educação,0,2349965
44,Direitos Humanos e Minorias,0,2349975
55,Relações Internacionais e Comércio Exterior,0,2349975
56,Saúde,0,2349975
70,Finanças Públicas e Orçamento,0,2350004
61,"Viação, Transporte e Mobilidade",0,2350004
57,Defesa e Segurança,0,2349964
48,Meio Ambiente e Desenvolvimento Sustentável,0,2349964
57,Defesa e Segurança,0,2349976
44,Direitos Humanos e Minorias,0,2349976
55,Relações Internacionais e Comércio Exterior,0,2349976
34,Administração Pública,0,2350007
43,Direito Penal e Processual Penal,0,2350007
44,Direitos Humanos e Minorias,0,2350007
67,Direito e Defesa do Consumidor,0,2349973
54,"Energia, Recursos Hídricos e Minerais",0,2349973
34,Administração Pública,0,2350001
43,Direito Penal e Processual Penal,0,2350001
44,Direitos Humanos e Minorias,0,2349977
40,Economia,0,2349977
70,Finanças Públicas e Orçamento,0,2349977
34,Administração Pública,0,2349999
43,Direito Penal e Processual Penal,0,2349999
61,"Viação, Transporte e Mobilidade",0,2350014
46,Educação,0,2350003
44,Direitos Humanos e Minorias,0,2350000
58,Trabalho e Emprego,0,2350000
34,Administração Pública,0,2350008
74,"Política, Partidos e Eleições",0,2350008
44,Direitos Humanos e Minorias,0,2350005
70,Finanças Públicas e Orçamento,0,2350005
56,Saúde,0,2350005
57,Defesa e Segurança,0,2350009
55,Relações Internacionais e Comércio Exterior,0,2350009
64,"Agricultura, Pecuária, Pesca e Extrativismo",0,2350011
57,Defesa e Segurança,0,2350011
51,Estrutura Fundiária,0,2350011
57,Defesa e Segurança,0,2350012
40,Economia,0,2350012
70,Finanças Públicas e Orçamento,0,2350012
67,Direito e Defesa do Consumidor,0,2350025
61,"Viação, Transporte e Mobilidade",0,2350025
44,Direitos Humanos e Minorias,0,2350027
56,Saúde,0,2350027
34,Administração Pública,0,2350061
48,Meio Ambiente e Desenvolvimento Sustentável,0,2350060
52,Previdência e Assistência Social,0,2350068
46,Educação,0,2350072
70,Finanças Públicas e Orçamento,0,2350072
57,Defesa e Segurança,0,2350059
43,Direito Penal e Processual Penal,0,2350059
44,Direitos Humanos e Minorias,0,2350059
40,Economia,0,2350062
70,Finanças Públicas e Orçamento,0,2350062
66,"Indústria, Comércio e Serviços",0,2350062
70,Finanças Públicas e Orçamento,0,2350073
56,Saúde,0,2350073
61,"Viação, Transporte e Mobilidade",0,2350077
34,Administração Pública,0,2350079
57,Defesa e Segurança,0,2350079
43,Direito Penal e Processual Penal,0,2350078
44,Direitos Humanos e Minorias,0,2350078
34,Administração Pública,0,2350081
43,Direito Penal e Processual Penal,0,2350081
44,Direitos Humanos e Minorias,0,2350081
44,Direitos Humanos e Minorias,0,2350083
52,Previdência e Assistência Social,0,2350083
44,Direitos Humanos e Minorias,0,2350082
72,Homenagens e Datas Comemorativas,0,2350082
42,Direito Civil e Processual Civil,0,2350085
62,"Ciência, Tecnologia e Inovação",0,2350069
46,Educação,0,2350069
58,Trabalho e Emprego,0,2350087
52,Previdência e Assistência Social,0,2350088
35,"Arte, Cultura e Religião",0,2350089
44,Direitos Humanos e Minorias,0,2350089
70,Finanças Públicas e Orçamento,0,2350089
70,Finanças Públicas e Orçamento,0,2350075
56,Saúde,0,2350075
61,"Viação, Transporte e Mobilidade",0,2350076
34,Administração Pública,0,2350080
37,Comunicações,0,2350080
37,Comunicações,0,2350109
57,Defesa e Segurança,0,2350109
58,Trabalho e Emprego,0,2350084
42,Direito Civil e Processual Civil,0,2350110
44,Direitos Humanos e Minorias,0,2350110
70,Finanças Públicas e Orçamento,0,2350107
66,"Indústria, Comércio e Serviços",0,2350107
43,Direito Penal e Processual Penal,0,2350111
44,Direitos Humanos e Minorias,0,2350112
54,"Energia, Recursos Hídricos e Minerais",0,2350112
57,Defesa e Segurança,0,2350128
44,Direitos Humanos e Minorias,0,2350128
56,Saúde,0,2350128
41,Cidades e Desenvolvimento Urbano,0,2350131
72,Homenagens e Datas Comemorativas,0,2350132
44,Direitos Humanos e Minorias,0,2350129
56,Saúde,0,2350129
70,Finanças Públicas e Orçamento,0,2350139
61,"Viação, Transporte e Mobilidade",0,2350139
34,Administração Pública,0,2350142
46,Educação,0,2350141
56,Saúde,0,2350141
58,Trabalho e Emprego,0,2350141
44,Direitos Humanos e Minorias,0,2350150
76,Direito e Justiça,0,2350144
44,Direitos Humanos e Minorias,0,2350144
34,Administração Pública,0,2350140
44,Direitos Humanos e Minorias,0,2350155
44,Direitos Humanos e Minorias,0,2350156
56,Saúde,0,2350156
44,Direitos Humanos e Minorias,0,2350154
44,Direitos Humanos e Minorias,0,2350152
48,Meio Ambiente e Desenvolvimento Sustentável,0,2350159
44,Direitos Humanos e Minorias,0,2350157
44,Direitos Humanos e Minorias,0,2350153
44,Direitos Humanos e Minorias,0,2350160
44,Direitos Humanos e Minorias,0,2350162
44,Direitos Humanos e Minorias,0,2350158
56,Saúde,0,2350165
43,Direito Penal e Processual Penal,0,2350163
44,Direitos Humanos e Minorias,0,2350163
44,Direitos Humanos e Minorias,0,2350161
44,Direitos Humanos e Minorias,0,2350167
44,Direitos Humanos e Minorias,0,2350166
34,Administração Pública,0,2350164
41,Cidades e Desenvolvimento Urbano,0,2350164
66,"Indústria, Comércio e Serviços",0,2350164
44,Direitos Humanos e Minorias,0,2350169
44,Direitos Humanos e Minorias,0,2350170
64,"Agricultura, Pecuária, Pesca e Extrativismo",0,2350168
54,"Energia, Recursos Hídricos e Minerais",0,2350168
66,"Indústria, Comércio e Serviços",0,2350168
57,Defesa e Segurança,0,2350175
44,Direitos Humanos e Minorias,0,2350175
44,Direitos Humanos e Minorias,0,2350172
70,Finanças Públicas e Orçamento,0,2350172
66,"Indústria, Comércio e Serviços",0,2350172
44,Direitos Humanos e Minorias,0,2350171
57,Defesa e Segurança,0,2350180
44,Direitos Humanos e Minorias,0,2350180
44,Direitos Humanos e Minorias,0,2350173
57,Defesa e Segurança,0,2350177
44,Direitos Humanos e Minorias,0,2350177
57,Defesa e Segurança,0,2350183
44,Direitos Humanos e Minorias,0,2350183
44,Direitos Humanos e Minorias,0,2350174
57,Defesa e Segurança,0,2350178
44,Direitos Humanos e Minorias,0,2350178
57,Defesa e Segurança,0,2350186
44,Direitos Humanos e Minorias,0,2350186
57,Defesa e Segurança,0,2350181
43,Direito Penal e Processual Penal,0,2350181
57,Defesa e Segurança,0,2350179
44,Direitos Humanos e Minorias,0,2350179
57,Defesa e Segurança,0,2350185
44,Direitos Humanos e Minorias,0,2350185
57,Defesa e Segurança,0,2350187
44,Direitos Humanos e Minorias,0,2350187
34,Administração Pública,0,2350188
64,"Agricultura, Pecuária, Pesca e Extrativismo",0,2350188
57,Defesa e Segurança,0,2350188
51,Estrutura Fundiária,0,2350188
57,Defesa e Segurança,0,2350194
44,Direitos Humanos e Minorias,0,2350194
70,Finanças Públicas e Orçamento,0,2350191
66,"Indústria, Comércio e Serviços",0,2350191
57,Defesa e Segurança,0,2350190
43,Direito Penal e Processual Penal,0,2350190
44,Direitos Humanos e Minorias,0,2350190
57,Defesa e Segurança,0,2350200
44,Direitos Humanos e Minorias,0,2350200
57,Defesa e Segurança,0,2350193
44,Direitos Humanos e Minorias,0,2350193
57,Defesa e Segurança,0,2350192
44,Direitos Humanos e Minorias,0,2350192
57,Defesa e Segurança,0,2350197
44,Direitos Humanos e Minorias,0,2350197
57,Defesa e Segurança,0,2350201
44,Direitos Humanos e Minorias,0,2350201
57,Defesa e Segurança,0,2350198
44,Direitos Humanos e Minorias,0,2350198
58,Trabalho e Emprego,0,2350199
61,"Viação, Transporte e Mobilidade",0,2350199
57,Defesa e Segurança,0,2350202
44,Direitos Humanos e Minorias,0,2350202
64,"Agricultura, Pecuária, Pesca e Extrativismo",0,2350208
48,Meio Ambiente e Desenvolvimento Sustentável,0,2350208
56,Saúde,0,2350208
57,Defesa e Segurança,0,2350209
55,Relações Internacionais e Comércio Exterior,0,2350209
34,Administração Pública,0,2350211
62,"Ciência, Tecnologia e Inovação",0,2350225
46,Educação,0,2350225
43,Direito Penal e Processual Penal,0,2350229
42,Direito Civil e Processual Civil,0,2350230
44,Direitos Humanos e Minorias,0,2350230
56,Saúde,0,2350230
56,Saúde,0,2350227
44,Direitos Humanos e Minorias,0,2350243
53,Processo Legislativo e Atuação Parlamentar,0,2350243
43,Direito Penal e Processual Penal,0,2350233
44,Direitos Humanos e Minorias,0,2350233
58,Trabalho e Emprego,0,2350233
46,Educação,0,2350244
48,Meio Ambiente e Desenvolvimento Sustentável,0,2350244
46,Educação,0,2350264
70,Finanças Públicas e Orçamento,0,2350269
34,Administração Pública,0,2350258
66,"Indústria, Comércio e Serviços",0,2350258
48,Meio Ambiente e Desenvolvimento Sustentável,0,2350258
72,Homenagens e Datas Comemorativas,0,2350265
61,"Viação, Transporte e Mobilidade",0,2350255
56,Saúde,0,2350266
58,Trabalho e Emprego,0,2350266
46,Educação,0,2350256
34,Administração Pública,0,2350267
76,Direito e Justiça,0,2350267
70,Finanças Públicas e Orçamento,0,2350267
64,"Agricultura, Pecuária, Pesca e Extrativismo",0,2350277
51,Estrutura Fundiária,0,2350277
48,Meio Ambiente e Desenvolvimento Sustentável,0,2350277
44,Direitos Humanos e Minorias,0,2350268
58,Trabalho e Emprego,0,2350268
34,Administração Pública,0,2350285
70,Finanças Públicas e Orçamento,0,2350285
53,Processo Legislativo e Atuação Parlamentar,0,2350285
46,Educação,0,2350279
57,Defesa e Segurança,0,2350278
43,Direito Penal e Processual Penal,0,2350278
44,Direitos Humanos e Minorias,0,2350278
34,Administração Pública,0,2350280
57,Defesa e Segurança,0,2350290
44,Direitos Humanos e Minorias,0,2350290
43,Direito Penal e Processual Penal,0,2350281
44,Direitos Humanos e Minorias,0,2350281
57,Defesa e Segurança,0,2350291
42,Direito Civil e Processual Civil,0,2350291
43,Direito Penal e Processual Penal,0,2350291
44,Direitos Humanos e Minorias,0,2350291
48,Meio Ambiente e Desenvolvimento Sustentável,0,2350291
34,Administração Pública,0,2350296
46,Educação,0,2350296
61,"Viação, Transporte e Mobilidade",0,2350283
61,"Viação, Transporte e Mobilidade",0,2350284
48,Meio Ambiente e Desenvolvimento Sustentável,0,2350302
34,Administração Pública,0,2350303
70,Finanças Públicas e Orçamento,0,2350303
53,Processo Legislativo e Atuação Parlamentar,0,2350303
57,Defesa e Segurança,0,2350304
44,Direitos Humanos e Minorias,0,2350304
40,Economia,0,2350295
55,Relações Internacionais e Comércio Exterior,0,2350295
72,Homenagens e Datas Comemorativas,0,2350314
61,"Viação, Transporte e Mobilidade",0,2350314
42,Direito Civil e Processual Civil,0,2350301
58,Trabalho e Emprego,0,2350301
57,Defesa e Segurança,0,2350315
44,Direitos Humanos e Minorias,0,2350315
61,"Viação, Transporte e Mobilidade",0,2350315
34,Administração Pública,0,2350316
54,"Energia, Recursos Hídricos e Minerais",0,2350316
48,Meio Ambiente e Desenvolvimento Sustentável,0,2350316
57,Defesa e Segurança,0,2350305
44,Direitos Humanos e Minorias,0,2350305
66,"Indústria, Comércio e Serviços",0,2350305
44,Direitos Humanos e Minorias,0,2350319
52,Previdência e Assistência Social,0,2350319
56,Saúde,0,2350317
40,Economia,0,2350331
52,Previdência e Assistência Social,0,2350331
57,Defesa e Segurança,0,2350320
43,Direito Penal e Processual Penal,0,2350320
44,Direitos Humanos e Minorias,0,2350320
40,Economia,0,2350329
55,Relações Internacionais e Comércio Exterior,0,2350329
61,"Viação, Transporte e Mobilidade",0,2350330
34,Administração Pública,0,2350321
57,Defesa e Segurança,0,2350321
70,Finanças Públicas e Orçamento,0,2350321
66,"Indústria, Comércio e Serviços",0,2350321
46,Educação,0,2350332
44,Direitos Humanos e Minorias,0,2350322
40,Economia,0,2350322
70,Finanças Públicas e Orçamento,0,2350322
52,Previdência e Assistência Social,0,2350322
60,Turismo,0,2350333
61,"Viação, Transporte e Mobilidade",0,2350333
44,Direitos Humanos e Minorias,0,2350328
70,Finanças Públicas e Orçamento,0,2350328
44,Direitos Humanos e Minorias,0,2350323
52,Previdência e Assistência Social,0,2350323
34,Administração Pública,0,2350355
54,"Energia, Recursos Hídricos e Minerais",0,2350359
55,Relações Internacionais e Comércio Exterior,0,2350359
56,Saúde,0,2350357
54,"Energia, Recursos Hídricos e Minerais",0,2350369
58,Trabalho e Emprego,0,2350369
52,Previdência e Assistência Social,0,2350376
58,Trabalho e Emprego,0,2350376
43,Direito Penal e Processual Penal,0,2350375
51,Estrutura Fundiária,0,2350375
34,Administração Pública,0,2350379
39,Esporte e Lazer,0,2350374
72,Homenagens e Datas Comemorativas,0,2350377
56,Saúde,0,2350377
42,Direito Civil e Processual Civil,0,2350378
61,"Viação, Transporte e Mobilidade",0,2350381
44,Direitos Humanos e Minorias,0,2350403
61,"Viação, Transporte e Mobilidade",0,2350403
44,Direitos Humanos e Minorias,0,2350392
34,Administração Pública,0,2350404
55,Relações Internacionais e Comércio Exterior,0,2350404
44,Direitos Humanos e Minorias,0,2350388
52,Previdência e Assistência Social,0,2350388
58,Trabalho e Emprego,0,2350388
70,Finanças Públicas e Orçamento,0,2350405
56,Saúde,0,2350405
64,"Agricultura, Pecuária, Pesca e Extrativismo",0,2350389
57,Defesa e Segurança,0,2350389
51,Estrutura Fundiária,0,2350389
34,Administração Pública,0,2350401
44,Direitos Humanos e Minorias,0,2350401
61,"Viação, Transporte e Mobilidade",0,2350406
46,Educação,0,2350402
72,Homenagens e Datas Comemorativas,0,2350402
56,Saúde,0,2350402
46,Educação,0,2350413
35,"Arte, Cultura e Religião",0,2350411
72,Homenagens e Datas Comemorativas,0,2350411
56,Saúde,0,2350410
57,Defesa e Segurança,0,2350415
44,Direitos Humanos e Minorias,0,2350415
57,Defesa e Segurança,0,2350419
44,Direitos Humanos e Minorias,0,2350419
44,Direitos Humanos e Minorias,0,2350412
34,Administração Pública,0,2350416
57,Defesa e Segurança,0,2350416
44,Direitos Humanos e Minorias,0,2350416
44,Direitos Humanos e Minorias,0,2350421
70,Finanças Públicas e Orçamento,0,2350421
66,"Indústria, Comércio e Serviços",0,2350421
34,Administração Pública,0,2350417
41,Cidades e Desenvolvimento Urbano,0,2350417
61,"Viação, Transporte e Mobilidade",0,2350422
44,Direitos Humanos e Minorias,0,2350425
70,Finanças Públicas e Orçamento,0,2350425
34,Administração Pública,0,2350437
58,Trabalho e Emprego,0,2350437
72,Homenagens e Datas Comemorativas,0,2350426
56,Saúde,0,2350426
46,Educação,0,2350434
35,"Arte, Cultura e Religião",0,2350427
43,Direito Penal e Processual Penal,0,2350427
44,Direitos Humanos e Minorias,0,2350427
58,Trabalho e Emprego,0,2350444
57,Defesa e Segurança,0,2350435
58,Trabalho e Emprego,0,2350435
61,"Viação, Transporte e Mobilidade",0,2350438
34,Administração Pública,0,2350448
40,Economia,0,2350448
53,Processo Legislativo e Atuação Parlamentar,0,2350448
44,Direitos Humanos e Minorias,0,2350436
58,Trabalho e Emprego,0,2350436
44,Direitos Humanos e Minorias,0,2350454
56,Saúde,0,2350454
44,Direitos Humanos e Minorias,0,2350440
54,"Energia, Recursos Hídricos e Minerais",0,2350440
51,Estrutura Fundiária,0,2350440
34,Administração Pública,0,2350441
70,Finanças Públicas e Orçamento,0,2350441
53,Processo Legislativo e Atuação Parlamentar,0,2350441
34,Administração Pública,0,2350446
43,Direito Penal e Processual Penal,0,2350449
44,Direitos Humanos e Minorias,0,2350449
56,Saúde,0,2350449
44,Direitos Humanos e Minorias,0,2350457
46,Educação,0,2350457
70,Finanças Públicas e Orçamento,0,2350457
42,Direito Civil e Processual Civil,0,2350450
44,Direitos Humanos e Minorias,0,2350450
70,Finanças Públicas e Orçamento,0,2350450
48,Meio Ambiente e Desenvolvimento Sustentável,0,2350452
58,Trabalho e Emprego,0,2350452
57,Defesa e Segurança,0,2350451
43,Direito Penal e Processual Penal,0,2350451
44,Direitos Humanos e Minorias,0,2350451
46,Educação,0,2350462
44,Direitos Humanos e Minorias,0,2350461
58,Trabalho e Emprego,0,2350461
57,Defesa e Segurança,0,2350453
56,Saúde,0,2350467
34,Administração Pública,0,2350456
42,Direito Civil e Processual Civil,0,2350456
43,Direito Penal e Processual Penal,0,2350456
67,Direito e Defesa do Consumidor,0,2350470
54,"Energia, Recursos Hídricos e Minerais",0,2350470
53,Processo Legislativo e Atuação Parlamentar,0,2350455
41,Cidades e Desenvolvimento Urbano,0,2350459
44,Direitos Humanos e Minorias,0,2350459
34,Administração Pública,0,2350474
54,"Energia, Recursos Hídricos e Minerais",0,2350474
57,Defesa e Segurança,0,2350460
44,Direitos Humanos e Minorias,0,2350460
56,Saúde,0,2350463
43,Direito Penal e Processual Penal,0,2350480
44,Direitos Humanos e Minorias,0,2350480
34,Administração Pública,0,2350482
44,Direitos Humanos e Minorias,0,2350482
56,Saúde,0,2350482
57,Defesa e Segurança,0,2350468
42,Direito Civil e Processual Civil,0,2350468
44,Direitos Humanos e Minorias,0,2350468
46,Educação,0,2350486
44,Direitos Humanos e Minorias,0,2350469
56,Saúde,0,2350469
34,Administração Pública,0,2350491
64,"Agricultura, Pecuária, Pesca e Extrativismo",0,2350491
44,Direitos Humanos e Minorias,0,2350471
54,"Energia, Recursos Hídricos e Minerais",0,2350471
48,Meio Ambiente e Desenvolvimento Sustentável,0,2350471
34,Administração Pública,0,2350475
54,"Energia, Recursos Hídricos e Minerais",0,2350475
48,Meio Ambiente e Desenvolvimento Sustentável,0,2350499
72,Homenagens e Datas Comemorativas,0,2350483
48,Meio Ambiente e Desenvolvimento Sustentável,0,2350483
42,Direito Civil e Processual Civil,0,2350484
44,Direitos Humanos e Minorias,0,2350484
52,Previdência e Assistência Social,0,2350484
57,Defesa e Segurança,0,2350502
44,Direitos Humanos e Minorias,0,2350502
56,Saúde,0,2350502
72,Homenagens e Datas Comemorativas,0,2350509
61,"Viação, Transporte e Mobilidade",0,2350509
44,Direitos Humanos e Minorias,0,2350504
56,Saúde,0,2350504
35,"Arte, Cultura e Religião",0,2350490
34,Administração Pública,0,2350517
76,Direito e Justiça,0,2350517
58,Trabalho e Emprego,0,2350517
34,Administração Pública,0,2350492
43,Direito Penal e Processual Penal,0,2350492
44,Direitos Humanos e Minorias,0,2350492
57,Defesa e Segurança,0,2350518
40,Economia,0,2350518
70,Finanças Públicas e Orçamento,0,2350518
46,Educação,0,2350521
53,Processo Legislativo e Atuação Parlamentar,0,2350494
44,Direitos Humanos e Minorias,0,2350522
39,Esporte e Lazer,0,2350522
67,Direito e Defesa do Consumidor,0,2350495
40,Economia,0,2350495
43,Direito Penal e Processual Penal,0,2350523
44,Direitos Humanos e Minorias,0,2350523
64,"Agricultura, Pecuária, Pesca e Extrativismo",0,2350526
57,Defesa e Segurança,0,2350507
55,Relações Internacionais e Comércio Exterior,0,2350507
57,Defesa e Segurança,0,2350532
43,Direito Penal e Processual Penal,0,2350532
44,Direitos Humanos e Minorias,0,2350532
35,"Arte, Cultura e Religião",0,2350533
